,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.00375
18,0.0075
19,0.012750000000000001
20,0.018000000000000002
21,0.02025
22,0.0225
23,0.019500000000000003
24,0.0165
25,0.012750000000000001
26,0.009000000000000001
27,0.00525
28,0.0015
29,0.00075
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0015
64,0.003
65,0.04200000000000001
66,0.08100000000000002
67,0.20025
68,0.3195
69,0.43199999999999994
70,0.5445
71,0.55275
72,0.5609999999999999
73,0.477
74,0.393
75,0.26775
76,0.14250000000000002
77,0.09225
78,0.041999999999999996
79,0.020999999999999998
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.00375
112,0.0075
113,0.0345
114,0.06149999999999999
115,0.09224999999999998
116,0.12299999999999998
117,0.138
118,0.153
119,0.15750000000000003
120,0.16200000000000003
121,0.14475
122,0.1275
123,0.093
124,0.058499999999999996
125,0.033
126,0.0075
127,0.00375
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.009750000000000002
162,0.019500000000000003
163,0.03375
164,0.048
165,0.09000000000000001
166,0.132
167,0.22349999999999998
168,0.315
169,0.23625000000000002
170,0.1575
171,0.0945
172,0.0315
173,0.0165
174,0.0015
175,0.00075
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.00375
208,0.0075
209,0.03150000000000001
210,0.05550000000000001
211,0.07200000000000001
212,0.08850000000000001
213,0.0825
214,0.0765
215,0.11775
216,0.159
217,0.174
218,0.189
219,0.1185
220,0.048
221,0.024
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.018750000000000003
256,0.037500000000000006
257,0.15750000000000003
258,0.27749999999999997
259,0.37124999999999997
260,0.46499999999999997
261,0.50175
262,0.5385
263,0.5265
264,0.5145
265,0.4589999999999999
266,0.40349999999999997
267,0.3112499999999999
268,0.21899999999999997
269,0.1275
270,0.036000000000000004
271,0.018000000000000002
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.003
304,0.006
305,0.028500000000000004
306,0.051000000000000004
307,0.07950000000000002
308,0.10800000000000001
309,0.14325
310,0.17850000000000002
311,0.1995
312,0.22049999999999997
313,0.20400000000000001
314,0.1875
315,0.16649999999999998
316,0.1455
317,0.096
318,0.0465
319,0.02325
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0022500000000000003
352,0.0045000000000000005
353,0.030749999999999996
354,0.056999999999999995
355,0.08775
356,0.1185
357,0.20849999999999996
358,0.2985
359,0.375
360,0.4515
361,0.40950000000000003
362,0.3675
363,0.23775000000000002
364,0.10800000000000001
365,0.05700000000000001
366,0.006
367,0.003
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0045000000000000005
400,0.009000000000000001
401,0.036750000000000005
402,0.0645
403,0.11099999999999999
404,0.1575
405,0.27525
406,0.393
407,0.49499999999999994
408,0.597
409,0.51825
410,0.4395
411,0.33675
412,0.23399999999999999
413,0.15000000000000002
414,0.066
415,0.033
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.00075
448,0.0015
449,0.01725
450,0.033
451,0.05925000000000001
452,0.0855
453,0.11099999999999999
454,0.1365
455,0.1395
456,0.14250000000000002
457,0.12525
458,0.10800000000000001
459,0.08475
460,0.06149999999999999
461,0.03375
462,0.006
463,0.003
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.027000000000000003
496,0.054000000000000006
497,0.19575
498,0.3375
499,0.5055000000000001
500,0.6735
