DayofYear,Unnamed: 0,ANON_ID,HH,GASKWH,Month,WeekofYear,Power
149,6156972.605240664,8143.567631817939,23.55497088519686,0.06941586032169071,5.0,21.5577755221967,0.13883172064338142
150,6170297.797149707,8142.57767714438,23.563665423548215,0.058738181117448045,5.0,21.556925945657966,0.11747636223489609
151,6149306.208965939,8144.856337578771,23.646175117658007,0.06235279807968355,5.0,22.0,0.1247055961593671
152,6168250.3776518265,8130.277802791536,23.612018963371032,0.06307250564782019,5.913181661678629,22.484863733877162,0.12614501129564037
153,6158672.955182887,8122.813231216162,23.604885778423345,0.04992441793493882,6.0,22.483401558167174,0.09984883586987764
154,6169447.036118032,8124.759318032787,23.580380327868852,0.046858514126265946,6.0,22.565009836065574,0.09371702825253189
155,6168952.086310539,8125.5567922299515,23.556608478802993,0.04676292694914599,6.0,22.570468565428534,0.09352585389829197
156,6143232.586966175,8133.1471333420395,23.46485568760611,0.05433502260482214,6.0,22.571320360454486,0.10867004520964428
157,6172429.064969525,8117.706993484658,23.614754098360656,0.07259292300537724,6.0,22.573166246321986,0.1451858460107545
158,6130285.928084251,8123.206444194737,23.628426581649986,0.07820596269548537,6.0,23.0,0.15641192539097074
159,6167006.744924123,8073.9352956567245,23.63733647305076,0.0730037119921642,6.0,23.479251700680273,0.1460074239843284
160,6176588.420894673,8114.180926754806,23.587617396703838,0.0750014670287368,6.0,23.475123541434893,0.1500029340574736
161,6132785.513553475,8086.36333687842,23.600606988145575,0.0725371740225874,6.0,23.56973878758009,0.1450743480451748
162,6163718.415423791,8136.846749467339,23.49880476017253,0.06017101327810986,6.0,23.577638621836513,0.12034202655621971
163,6144147.074483435,8109.848583017994,23.735932267987913,0.05371665688745505,6.0,23.601339395094328,0.1074333137749101
164,6184116.48855438,8130.158204502305,23.508299430431244,0.05293779986034988,6.0,23.601654461621916,0.10587559972069976
165,6144831.304176812,8103.790035587189,23.58882080646456,0.052622688697212545,6.0,24.0,0.10524537739442509
166,6165094.123362122,8097.611133532435,23.559394086151695,0.05196003088990679,6.0,24.494551618371137,0.10392006177981358
167,6158148.070987654,8121.1201537795105,23.54234351310375,0.05035504771911587,6.0,24.49377301277886,0.10071009543823174
168,6157258.399230313,8130.322468166439,23.467546555776533,0.04962459835390467,6.0,24.621535759485496,0.09924919670780934
169,6162043.301415701,8059.271917631918,23.594568854568855,0.05526803253101214,6.0,24.623938223938225,0.11053606506202428
170,6168846.422847422,8134.23802148135,23.526039153949675,0.06826586911622473,6.0,24.62179112815174,0.13653173823244946
171,6146998.210502456,8106.790303488226,23.525576123913865,0.06603550118292756,6.0,24.62541241657222,0.13207100236585512
172,6148842.301035876,8145.610737746337,23.551490651844365,0.0530198230354904,6.0,25.0,0.1060396460709808
173,6152808.27180313,8130.53064767752,23.41394494489457,0.048972074133482216,6.0,25.456569875698253,0.09794414826696443
174,6149516.5141247185,8064.034585524668,23.441923365890307,0.04278234143794371,6.0,25.453067868770347,0.08556468287588742
175,6171675.398261043,8066.669598241056,23.672071756945833,0.03982609583186385,6.0,25.62874775134919,0.0796521916637277
176,6124211.605222505,8117.646060696667,23.515647580604973,0.039948080313928776,6.0,25.62884337469477,0.07989616062785755
177,6154415.892841018,8116.924873325641,23.330983795715646,0.040315414083991266,6.0,25.637636080870916,0.08063082816798253
178,6165595.511299224,8118.165905061553,23.490149074837067,0.04012233285464186,6.0,25.64159612455365,0.08024466570928372
179,6144933.463667308,8107.074391988555,23.46588722805979,0.04143198805126877,6.0,26.0,0.08286397610253754
180,6188590.626160818,8085.0746638270475,23.61840964810183,0.03821973995564709,6.0,26.449815507293035,0.07643947991129418
181,6176489.687699661,8129.774027389119,23.636858918798445,0.038868652678978585,6.0,26.45080607216265,0.07773730535795717
182,6113442.967108336,8111.924064013373,23.52636495489073,0.03600757984280749,6.798962609700337,26.647778952284963,0.07201515968561498
183,6159172.115188909,8085.198888916201,23.51350753422974,0.03533934760699192,7.0,26.650770630023843,0.07067869521398384
184,6130116.294318994,8102.642000541752,23.508828092294813,0.036688096077644824,7.0,26.647294934620405,0.07337619215528965
185,6173505.423943458,8110.651944230027,23.59055384021613,0.039181425885020216,7.0,26.64738517946739,0.07836285177004043
186,6166715.841599496,8157.803911601675,23.50843560138455,0.038100133336012525,7.0,27.0,0.07620026667202505
187,6175123.925341778,8079.186723943309,23.495484761068607,0.044042990838762446,7.0,27.55785149880848,0.08808598167752489
188,6158631.910864713,8103.594019247846,23.64902680778554,0.04577486035431013,7.0,27.433940528475773,0.09154972070862026
189,6143398.972996849,8128.633153471493,23.619711584375896,0.040886659609013,7.0,27.64924553528794,0.081773319218026
190,6165562.73354845,8142.7707049965775,23.533318666275544,0.043568243427391476,7.0,27.641121541018872,0.08713648685478295
191,6175275.910840692,8122.860152939227,23.53945405904496,0.042719443007446525,7.0,27.658230545230712,0.08543888601489305
192,6156083.737597756,8117.250041598327,23.433121776129692,0.04227830772444385,7.0,27.656540445458653,0.0845566154488877
193,6172630.293932711,8111.1895265355915,23.567758434611232,0.042875534261101786,7.0,28.0,0.08575106852220357
194,6129269.937229641,8147.28782678202,23.55964359601279,0.04366973457276918,7.0,28.42791987963137,0.08733946914553836
195,6169255.720517647,8086.43614117647,23.677694117647057,0.04469467634543317,7.0,28.428941176470587,0.08938935269086634
196,6176854.742957081,8123.760847986387,23.695878237852146,0.04549629701146234,7.0,28.65752032520325,0.09099259402292469
197,6157340.655595227,8134.885300197313,23.670839988724982,0.04160710166106708,7.0,28.66078643239688,0.08321420332213415
198,6158022.612361729,8129.446345079256,23.537233435967615,0.04673719946717718,7.0,28.6795985859277,0.09347439893435436
199,6178069.538250629,8145.889855267889,23.56816343042071,0.048647784739916225,7.0,28.67729683567062,0.09729556947983245
200,6135468.438680047,8166.3944264897655,23.471650507455916,0.05327705898745405,7.0,29.0,0.1065541179749081
201,6144087.243573464,8091.402184034539,23.607409915629674,0.050543455851320064,7.0,29.51195011145913,0.10108691170264013
202,6162191.373530682,8111.584612236546,23.505581702021235,0.04792293734378176,7.0,29.41390991974172,0.09584587468756352
203,6140233.861428736,8151.163096744507,23.703508570113886,0.043223461283352124,7.0,29.6726331531117,0.08644692256670425
204,6184404.408836765,8119.543865630256,23.604572935133415,0.04206550587889581,7.0,29.668712214191554,0.08413101175779163
205,6177949.320610687,8137.580152671756,23.560932388222465,0.040360155301362194,7.0,29.673595965103598,0.08072031060272439
206,6172660.4935000455,8122.012051999639,23.49923264421775,0.040654824353319956,7.0,29.675363365532185,0.08130964870663991
207,6199845.9510180475,8113.2271864877375,23.497570569180933,0.04273136747171943,7.0,30.0,0.08546273494343885
208,6198678.779840603,8152.9561307711965,23.626437716383577,0.040964739395444275,7.0,30.41798917210772,0.08192947879088855
209,6146349.124157008,8091.487872345289,23.516494067622247,0.042458565285340207,7.0,30.41211165215006,0.08491713057068041
210,6180393.992239169,8104.144171503127,23.651504926440815,0.04569724573046735,7.0,30.70513339631979,0.0913944914609347
211,6161320.247467083,8109.77147958045,23.577036375808973,0.043119641797282636,7.0,30.70069180986387,0.08623928359456527
212,6178895.428324137,8140.6606513036895,23.5092935194201,0.0412988248726477,7.0,30.685621551444335,0.0825976497452954
213,6187330.862072756,8149.896939224091,23.486372128805364,0.04490774997486413,7.629299923068469,30.86133091548522,0.08981549994972826
214,6175622.26924854,8135.96273950265,23.615790188884358,0.04507311296342921,8.0,31.0,0.09014622592685842
215,6166660.107342958,8121.943890744532,23.504013576123263,0.045213611886100895,8.0,31.49162266997091,0.09042722377220179
216,6151311.0080301035,8163.726161843432,23.5655985724261,0.05053857239308478,8.0,31.281441539297074,0.10107714478616955
217,6152992.477713125,8143.672256683318,23.515178130317835,0.04083223175920676,8.0,31.864796618543117,0.08166446351841351
218,6169330.051604783,8125.600514406107,23.467233972692696,0.03908519545510916,8.0,31.872547678332012,0.07817039091021832
219,6145590.090001935,8131.008900682754,23.572324957846146,0.042864742439507934,8.0,31.877242446858503,0.08572948487901587
220,6167953.190440167,8131.66462133311,23.60438205710123,0.04354134214657007,8.0,31.881202544058727,0.08708268429314014
221,6147721.685789078,8154.592219220808,23.549165947255563,0.04356982751316475,8.0,32.0,0.0871396550263295
222,6166699.160247922,8158.8444569657695,23.40760670516974,0.042391907760458494,8.0,32.503761093111706,0.08478381552091699
223,6154632.886981322,8193.921513253552,23.491304104686275,0.04393865220464254,8.0,32.50472542221228,0.08787730440928508
224,6139452.151908995,8119.279892671474,23.66160769187769,0.04371552231669821,8.0,32.884985186427414,0.08743104463339642
225,6165963.542824827,8116.545511098544,23.574240067863705,0.046657448914210954,8.0,32.89113530326594,0.09331489782842191
226,6145431.2051412,8157.722949573444,23.44691274600895,0.04655737767769682,8.0,32.890249739561334,0.09311475535539364
227,6181455.777818666,8133.1389305630255,23.600900161349674,0.0457161655029697,8.0,32.887621366093924,0.0914323310059394
228,6161678.384551862,8138.302828324535,23.429911227770077,0.04650725106031623,8.0,33.0,0.09301450212063246
229,6145064.008227417,8146.204578983205,23.67791080344984,0.05121400218271182,8.0,33.51324897866546,0.10242800436542364
230,6186974.000814403,8140.481574125243,23.600477007649573,0.05142517731528007,8.0,33.523254122916725,0.10285035463056014
231,6132120.910686614,8105.754712196771,23.64012622207196,0.046698152647420985,8.0,33.88938663961908,0.09339630529484197
232,6143988.286692996,8091.63331184009,23.812646086886435,0.048669484796674455,8.0,33.8375513822842,0.09733896959334891
233,6150703.013548926,8115.011485921383,23.782882631725677,0.049225669527668846,8.0,33.88712015611932,0.09845133905533769
234,6167271.224443638,8115.814648312065,23.52614972216793,0.051130649692761224,8.0,33.88431575126351,0.10226129938552245
235,6164666.859805825,8116.473703190014,23.53131761442441,0.052424384572255046,8.0,34.0,0.10484876914451009
236,6161227.689858622,8099.2727652232,23.606590225982412,0.045253843548453014,8.0,34.50359011466102,0.09050768709690603
237,6180671.686572536,8119.239313399778,23.624473975636768,0.04774050093070522,8.0,34.50343300110742,0.09548100186141044
238,6138231.938682522,8107.819687161393,23.66051732281277,0.05047834951358921,8.0,34.876670463701274,0.10095669902717842
239,6150939.154319285,8148.8506178287735,23.59104699911739,0.04880228070834378,8.0,34.88065423654016,0.09760456141668757
