,Demand
3553,1.468924627
3554,1.486362975
3555,1.483414311
3556,1.502165216
3557,1.53669923
3558,1.568949437
3559,1.586320973
3560,1.593980964
3561,1.685748987
3562,1.844431246
3563,2.003725293
3564,2.202720504
3565,2.46429656
3566,2.618674595
3567,2.603498468
3568,2.551605839
3569,2.394516019
3570,2.237821312
3571,2.095408912
3572,2.009265687
3573,1.961460281
3574,1.959491183
3575,1.916237267
3576,1.868811524
3577,1.830585254
3578,1.813208171
3579,1.790210605
3580,1.80843331
3581,1.828746247
3582,1.919405986
3583,2.00768078
3584,2.179490215
3585,2.282663612
3586,2.344699239
3587,2.359879698
3588,2.395429271
3589,2.425399284
3590,2.409669346
3591,2.411311982
3592,2.436278927
3593,2.39882343
3594,2.35562072
3595,2.24068594
3596,2.05359904
3597,1.782345004
3598,1.625960805
3599,1.476981788
3600,1.398862095
3601,1.439789285
3602,1.458616137
3603,1.445807111
3604,1.447197594
3605,1.464122767
3606,1.473339818
3607,1.463911977
3608,1.500437493
3609,1.571952405
3610,1.704691238
3611,1.868711597
3612,2.041820354
3613,2.234768215
3614,2.336307889
3615,2.2823815
3616,2.2543163
3617,2.17623156
3618,2.136738287
3619,2.075623155
3620,2.040682005
3621,2.008891923
3622,2.023404984
3623,2.0095319
3624,1.977379623
3625,1.954987385
3626,1.938886759
3627,1.936744959
3628,1.981141904
3629,2.023871017
3630,2.120763702
3631,2.203479901
3632,2.342763289
3633,2.399253692
3634,2.430338583
3635,2.417563011
3636,2.400031208
3637,2.373746627
3638,2.320042177
3639,2.301650899
3640,2.321335327
3641,2.292153905
3642,2.252248464
3643,2.110308871
3644,1.918535909
3645,1.70219557
3646,1.513033102
3647,1.388416631
3648,1.439703026
3649,1.481692955
3650,1.501329979
3651,1.489234635
3652,1.491500798
3653,1.509491579
3654,1.520165331
3655,1.51221341
3656,1.551363365
3657,1.626630426
3658,1.764034543
3659,1.934448898
3660,2.116013228
3661,2.323262057
3662,2.434658401
3663,2.380657392
3664,2.349317042
3665,2.265997841
3666,2.221437922
3667,2.155714981
3668,2.115306891
3669,2.080614433
3670,2.093943423
3671,2.079811723
3672,2.047823224
3673,2.026041111
3674,2.00911334
3675,2.008128814
3676,2.054341387
3677,2.099220058
3678,2.198049052
3679,2.283292896
3680,2.424819152
3681,2.483653503
3682,2.51694542
3683,2.50525651
3684,2.487104851
3685,2.459258315
3686,2.403128527
3687,2.382351026
3688,2.400569318
3689,2.371167488
3690,2.33004033
3691,2.182231469
3692,1.982910598
3693,1.75603931
3694,1.557023504
3695,1.428194823
3696,1.468265008
3697,1.478933868
3698,1.496557627
3699,1.494084859
3700,1.513568076
3701,1.548894051
3702,1.582197598
3703,1.600734013
3704,1.608307415
3705,1.70168664
3706,1.862393683
3707,2.023326762
3708,2.225395761
3709,2.492871232
3710,2.651471496
3711,2.637367491
3712,2.583895077
3713,2.423126299
3714,2.261721966
3715,2.115739665
3716,2.026637124
3717,1.97757557
3718,1.974813448
3719,1.93065927
3720,1.882848194
3721,1.844344501
3722,1.826702148
3723,1.803437202
3724,1.821425025
3725,1.841701623
3726,1.9327223
3727,2.021854479
3728,2.195202879
3729,2.300342502
3730,2.363862734
3731,2.380132794
3732,2.417007515
3733,2.448131028
3734,2.432799752
3735,2.434345945
3736,2.459055472
3737,2.421305542
3738,2.377671203
3739,2.261871121
3740,2.072824207
3741,1.797102515
3742,1.638911508
3743,1.488077875
3744,1.470639844
3745,1.481174608
3746,1.498844118
3747,1.496488784
3748,1.516152708
3749,1.55167411
3750,1.585237582
3751,1.604061446
3752,1.611613481
3753,1.70539029
3754,1.866596974
3755,2.027934505
3756,2.230762
3757,2.499693227
3758,2.659335379
3759,2.645495935
3760,2.591633688
3761,2.429957081
3762,2.267390588
3763,2.120527368
3764,2.030694578
3765,1.981323054
3766,1.978365243
3767,1.933988915
3768,1.886082752
3769,1.847510602
3770,1.82980279
3771,1.806471864
3772,1.824401728
3773,1.844669359
3774,1.935779102
3775,2.025122851
3776,2.19885101
3777,2.304475824
3778,2.368362401
3779,2.384901335
3780,2.422103052
3781,2.453511207
3782,2.438278305
3783,2.439800699
3784,2.464446706
3785,2.42662412
3786,2.382883272
3787,2.266869665
3788,2.077339093
3789,1.80051495
3790,1.64187809
3791,1.490586807
3792,1.513597895
3793,1.522327797
3794,1.540613107
3795,1.53983836
3796,1.561934499
3797,1.600086232
3798,1.637148146
3799,1.659840904
3800,1.667105352
3801,1.766233424
3802,1.934164993
3803,2.100946214
3804,2.313982637
3805,2.602507501
3806,2.77617288
3807,2.76589426
3808,2.706785096
3809,2.532889624
3810,2.354681118
3811,2.195961239
3812,2.096299715
3813,2.042756167
3814,2.037164496
3815,1.989798145
3816,1.940612177
3817,1.901118629
3818,1.88252978
3819,1.858310807
3820,1.875460562
3821,1.895607499
3822,1.987916022
3823,2.080107391
3824,2.25894689
3825,2.371102103
3826,2.439919475
3827,2.460077285
3828,2.501680195
3829,2.536919453
3830,2.523010623
3831,2.524212701
3832,2.548003751
3833,2.509203269
3834,2.464028859
3835,2.345141336
3836,2.149100998
3837,1.857438496
3838,1.692800711
3839,1.53534972
3840,1.490309595
3841,1.499961923
3842,1.517932511
3843,1.51634996
3844,1.537203046
3845,1.574010474
3846,1.60928441
3847,1.629999859
3848,1.637411286
3849,1.733804443
3850,1.898299069
3851,2.062298136
3852,2.270116996
3853,2.548627974
3854,2.715126384
3855,2.703027903
3856,2.646600326
3857,2.478949653
3858,2.308735442
3859,2.156075247
3860,2.061436977
3861,2.010025661
3862,2.005780099
3863,1.959941884
3864,1.911409997
3865,1.872387356
3866,1.854248786
3867,1.830483675
3868,1.848032126
3869,1.868240747
3870,1.9599366
3871,2.050672611
3872,2.226899814
3873,2.335717481
3874,2.40201483
3875,2.420323111
3876,2.459676665
3877,2.492957929
3878,2.478372395
3879,2.479738179
3880,2.50396618
3881,2.465665479
3882,2.421223732
3883,2.303805005
3884,2.111091668
3885,1.827012732
3886,1.665441891
3887,1.511138994
3888,1.481210118
3889,1.491200734
3890,1.509055902
3891,1.507177099
3892,1.527574311
3893,1.563888732
3894,1.598506949
3895,1.618497246
3896,1.625962576
3897,1.721352737
3898,1.884586907
3899,2.047565655
3900,2.25347104
3901,2.528309551
3902,2.692179566
3903,2.679413674
3904,2.623969534
3905,2.458609063
3906,2.291326659
3907,2.140888776
3908,2.048092721
3909,1.997463374
3910,1.993711481
3911,1.94843369
3912,1.90014168
3913,1.861291737
3914,1.843318301
3915,1.819719638
3916,1.837414307
3917,1.85764555
3918,1.949116713
3919,2.039318991
3920,2.214588167
3921,2.322181832
3922,2.387554993
3923,2.405184982
3924,2.443713615
3925,2.476276809
3926,2.461443102
3927,2.462868923
3928,2.487257169
3929,2.449139758
3930,2.404966705
3931,2.288086641
3932,2.09659344
3933,1.815295681
3934,1.654849602
3935,1.501701229
3936,1.395389751
3937,1.436385825
3938,1.45526519
3939,1.442502424
3940,1.443949666
3941,1.460943909
3942,1.47025538
3943,1.460923205
3944,1.497618831
3945,1.569376949
3946,1.702418174
3947,1.866852977
3948,2.040509804
3949,2.234384621
3950,2.336563181
3951,2.282631955
3952,2.254354467
3953,2.175930442
3954,2.136108761
3955,2.074694962
3956,2.039399457
3957,2.007421251
3958,2.021857562
3959,2.007967715
3960,1.975826054
3961,1.953473363
3962,1.937319123
3963,1.935252336
3964,1.979766965
3965,2.022635408
3966,2.1196536
3967,2.202533634
3968,2.3419624
3969,2.398604733
3970,2.429832677
3971,2.41712754
3972,2.39955556
3973,2.373169736
3974,2.319308081
3975,2.300762134
3976,2.320351531
3977,2.291155823
3978,2.251171193
3979,2.108851167
3980,1.916588967
3981,1.699566037
3982,1.509764899
3983,1.384875403
3984,1.366195096
3985,1.406470026
3986,1.424799632
3987,1.411552581
3988,1.412405612
3989,1.428676764
3990,1.436999759
3991,1.426666067
3992,1.461580823
3993,1.530792839
3994,1.660668335
3995,1.820764355
3996,1.98868347
3997,2.172854056
3998,2.268344161
3999,2.214463571
4000,2.188408505
4001,2.113536437
4002,2.077152838
4003,2.018865766
4004,1.987279972
4005,1.957271235
4006,1.972511024
4007,1.958796666
4008,1.92654387
4009,1.903777165
4010,1.888184202
4011,1.885332123
4012,1.928614718
4013,1.970024531
4014,2.065728799
4015,2.146893646
4016,2.284800465
4017,2.339852262
4018,2.369582581
4019,2.356140067
4020,2.338988703
4021,2.313662777
4022,2.261446887
4023,2.244520163
4024,2.265104438
4025,2.236058293
4026,2.196902685
4027,2.058565377
4028,1.871424975
4029,1.661548047
4030,1.478433103
4031,1.356401893
4032,1.423555476
4033,1.435810687
4034,1.4528932
4035,1.449031202
4036,1.466376667
4037,1.499390759
4038,1.529619413
4039,1.544755332
4040,1.552581504
4041,1.641257331
4042,1.796053656
4043,1.9522021
4044,2.145298143
4045,2.395552134
4046,2.541826932
4047,2.524593203
4048,2.475732475
4049,2.325703252
4050,2.178047188
4051,2.042486087
4052,1.962022337
4053,1.916627709
4054,1.916180572
4055,1.874654422
4056,1.827968208
4057,1.790274362
4058,1.77340638
4059,1.750921966
4060,1.769595453
4061,1.789978132
4062,1.879945163
4063,1.966574478
4064,2.135430355
4065,2.2348302
4066,2.294016598
4067,2.30710591
4068,2.340112281
4069,2.367868514
4070,2.351373469
4071,2.353201198
4072,2.378662174
4073,2.341771749
4074,2.299397414
4075,2.186123309
4076,2.002798038
4077,1.740118258
4078,1.587201658
4079,1.441781991
4080,1.408941441
4081,1.421761968
4082,1.438651601
4083,1.434294534
4084,1.450878184
4085,1.483068408
4086,1.512201285
4087,1.526125393
4088,1.534041643
4089,1.621041355
4090,1.773731321
4091,1.9281747
4092,2.118073118
4093,2.362190017
4094,2.50407248
4095,2.485723435
4096,2.438506138
4097,2.292304091
4098,2.149547397
4099,2.017700021
4100,1.940314814
4101,1.896226941
4102,1.896604778
4103,1.856015159
4104,1.809729803
4105,1.772324556
4106,1.755732531
4107,1.733526271
4108,1.752444102
4109,1.772864585
4110,1.862456135
4111,1.948193523
4112,2.115448433
4113,2.212802836
4114,2.270444817
4115,2.28240063
4116,2.314028466
4117,2.340584726
4118,2.323674957
4119,2.325603015
4120,2.35133178
4121,2.314747649
4122,2.272822333
4123,2.160448392
4124,1.9791621
4125,1.721129971
4126,1.570092972
4127,1.42660264
4128,1.423147812
4129,1.435347152
4130,1.452448727
4131,1.448635658
4132,1.466056414
4133,1.499151931
4134,1.529488883
4135,1.544744566
4136,1.552561836
4137,1.641403316
4138,1.796407817
4139,1.952724775
4140,2.146136845
4141,2.396997376
4142,2.543706276
4143,2.526582776
4144,2.477559624
4145,2.327152155
4146,2.179011878
4147,2.043083742
4148,1.962315735
4149,1.916791958
4150,1.916263287
4151,1.874644579
4152,1.827918746
4153,1.790196378
4154,1.773301122
4155,1.750789219
4156,1.769438556
4157,1.7898175
4158,1.87982164
4159,1.966539105
4160,2.135553209
4161,2.235155209
4162,2.294494243
4163,2.307695582
4164,2.340838196
4165,2.368713024
4166,2.352258967
4167,2.35407678
4168,2.379511291
4169,2.342590593
4170,2.300171881
4171,2.186808812
4172,2.003282025
4173,1.740142909
4174,1.587040545
4175,1.441430199
4176,1.465413732
4177,1.475836704
4178,1.493544357
4179,1.491286922
4180,1.511101494
4181,1.546785816
4182,1.580565978
4183,1.599629476
4184,1.607163698
4185,1.701271958
4186,1.862895174
4187,2.024569881
4188,2.228029705
4189,2.498174539
4190,2.658685273
4191,2.645066382
4192,2.590879148
4193,2.428445719
4194,2.264910377
4195,2.11731277
4196,2.026871199
4197,1.977241265
4198,1.974120316
4199,1.929558789
4200,1.881573357
4201,1.842944137
4202,1.825181754
4203,1.801795824
4204,1.819677368
4205,1.839937523
4206,1.931121517
4207,2.020641645
4208,2.194686394
4209,2.300715694
4210,2.364907678
4211,2.381670761
4212,2.419145083
4213,2.450790532
4214,2.435639642
4215,2.437142196
4216,2.461735247
4217,2.423852092
4218,2.380022451
4219,2.263830837
4220,2.073897057
4221,1.796153844
4222,1.637145294
4223,1.485472486
4224,1.421192719
4225,1.433399894
4226,1.450498796
4227,1.446678866
4228,1.464089064
4229,1.497173163
4230,1.527494928
4231,1.542733818
4232,1.550552335
4233,1.639370587
4234,1.794345895
4235,1.950639223
4236,2.144006978
4237,2.394782454
4238,2.541430481
4239,2.524291525
4240,2.475291149
4241,2.32493672
4242,2.176864343
4243,2.040987676
4244,1.960262334
4245,1.914756668
4246,1.91423943
4247,1.8726337
4248,1.825913424
4249,1.788195055
4250,1.771303624
4251,1.748795575
4252,1.767448299
4253,1.787827766
4254,1.877826703
4255,1.964531807
4256,2.133523723
4257,2.233097375
4258,2.292415006
4259,2.305600635
4260,2.338724144
4261,2.366582342
4262,2.350122538
4263,2.351941741
4264,2.377379962
4265,2.34046351
4266,2.298051021
4267,2.184700427
4268,2.001201898
4269,1.738127194
4270,1.585050879
4271,1.439467271
4272,1.442437696
4273,1.484789462
4274,1.50470233
4275,1.492849977
4276,1.495414288
4277,1.513767882
4278,1.524937607
4279,1.5174882
4280,1.557531713
4281,1.634076291
4282,1.773068823
4283,1.945660179
4284,2.130103427
4285,2.342221389
4286,2.45697369
4287,2.402947274
4288,2.370491816
4289,2.285390408
4290,2.239105418
4291,2.17181363
4292,2.129544179
4293,2.093863533
4294,2.106789375
4295,2.092569623
4296,2.060636887
4297,2.039062507
4298,2.021853112
4299,2.021262609
4300,2.06809336
4301,2.113703904
4302,2.213192163
4303,2.29929661
4304,2.441586508
4305,2.501218916
4306,2.535262272
4307,2.523943344
4308,2.50558064
4309,2.477202296
4310,2.420246739
4311,2.398656787
4312,2.416375895
4313,2.386899021
4314,2.345355899
4315,2.195548694
4316,1.993657942
4317,1.763201122
4318,1.560830493
4319,1.430567656
4320,1.389136258
4321,1.430152853
4322,1.449047862
4323,1.436298877
4324,1.437763028
4325,1.454777847
4326,1.464117446
4327,1.45481377
4328,1.491560072
4329,1.563390642
4330,1.696521951
4331,1.861080218
4332,2.034900317
4333,2.229051277
4334,2.331420163
4335,2.277487497
4336,2.249146768
4337,2.170621668
4338,2.130702154
4339,2.06919938
4340,2.033798312
4341,2.001764062
4342,2.016177511
4343,2.00228267
4344,1.970144171
4345,1.947803261
4346,1.93163305
4347,1.929588608
4348,1.974138296
4349,2.017048246
4350,2.114103827
4351,2.197032669
4352,2.336504743
4353,2.393192336
4354,2.424462896
4355,2.411778743
4356,2.394194793
4357,2.367778809
4358,2.313870322
4359,2.295278299
4360,2.314839385
4361,2.285639421
4362,2.245631201
4363,2.103197842
4364,1.910789897
4365,1.693563621
4366,1.50357222
4367,1.378601389
4368,1.427222179
4369,1.439072146
4370,1.456292924
4371,1.452785814
4372,1.470677382
4373,1.50428206
4374,1.535296217
4375,1.551300814
4376,1.559062414
4377,1.648939756
4378,1.805246013
4379,1.962616724
4380,2.158004969
4381,2.412658301
4382,2.562081722
4383,2.545647502
4384,2.495608688
4385,2.342835974
4386,2.191667823
4387,2.053444557
4388,1.97077397
4389,1.924442602
4390,1.923404086
4391,1.881206589
4392,1.834233021
4393,1.796332295
4394,1.779266494
4395,1.756582689
4396,1.775081018
4397,1.795436598
4398,1.88567279
4399,1.972941478
4400,2.142945
4401,2.24381111
4402,2.304104614
4403,2.31800647
4404,2.352001036
4405,2.380617464
4406,2.364419712
4407,2.36617552
4408,2.391444533
4409,2.354334541
4410,2.311638331
4411,2.197718948
4412,2.012932045
4413,1.746920622
4414,1.592656639
4415,1.445853939
4416,1.409995683
4417,1.422518519
4418,1.439509721
4419,1.435413354
4420,1.452398171
4421,1.485022239
4422,1.514732145
4423,1.529294385
4424,1.5371632
4425,1.625045543
4426,1.778844705
4427,1.93418596
4428,2.125768227
4429,2.373116879
4430,2.517312318
4431,2.499550591
4432,2.451467874
4433,2.30325046
4434,2.15791379
4435,2.024110789
4436,1.945104442
4437,1.90032844
4438,1.900271851
4439,1.859189061
4440,1.812692615
4441,1.775135394
4442,1.758398052
4443,1.736045318
4444,1.754834479
4445,1.775235055
4446,1.865024331
4447,1.951231401
4448,2.11932937
4449,2.21776089
4450,2.276216151
4451,2.288768858
4452,2.321122621
4453,2.348310779
4454,2.331619402
4455,2.333494627
4456,2.359082376
4457,2.322336952
4458,2.280175185
4459,2.167327224
4460,1.984967219
4461,1.724487666
4462,1.572460882
4463,1.427954574
4464,1.431119564
4465,1.442736426
4466,1.460036737
4467,1.456733766
4468,1.474939465
4469,1.508883861
4470,1.540349855
4471,1.556854136
4472,1.564578593
4473,1.655147072
4474,1.812321875
4475,1.970395661
4476,2.16710243
4477,2.424286361
4478,2.575520938
4479,2.559546613
4480,2.508830138
4481,2.354479308
4482,2.201290928
4483,2.061536326
4484,1.977596319
4485,1.930726116
4486,1.929347427
4487,1.886763756
4488,1.839624896
4489,1.801605167
4490,1.784425577
4491,1.761627077
4492,1.780024652
4493,1.800364644
4494,1.890755663
4495,1.978392133
4496,2.149055805
4497,2.250765343
4498,2.311695679
4499,2.326064927
4500,2.360627926
4501,2.389739156
4502,2.373712413
4503,2.375426851
4504,2.400585443
4505,2.363349152
4506,2.320467791
4507,2.20617723
4508,2.020549565
4509,1.752621707
4510,1.597582681
4511,1.449984429
4512,1.450395313
4513,1.461182287
4514,1.478765747
4515,1.476189542
4516,1.495513589
4517,1.53066743
4518,1.563742032
4519,1.582025258
4520,1.589617481
4521,1.682646507
4522,1.84291346
4523,2.003490292
4524,2.204891198
4525,2.47108442
4526,2.628766974
4527,2.614429942
4528,2.561300897
4529,2.401331748
4530,2.240951061
4531,2.095744684
4532,2.007285356
4533,1.958496828
4534,1.955907071
4535,1.911948567
4536,1.864221244
4537,1.82577785
4538,1.808193153
4539,1.784986322
4540,1.803025198
4541,1.823309694
4542,1.914251921
4543,2.003197746
4544,2.176211648
4545,2.280923908
4546,2.344121458
4547,2.360154692
4548,2.396741389
4549,2.427614187
4550,2.412196261
4551,2.413763416
4552,2.438528894
4553,2.400842959
4554,2.357302436
4555,2.241690429
4556,2.053069527
4557,1.778318888
4558,1.620520595
4559,1.470090066
4560,1.369907893
4561,1.383972116
4562,1.400437414
4563,1.394991194
4564,1.409898851
4565,1.440276563
4566,1.46699873
4567,1.478256857
4568,1.486371278
4569,1.569683536
4570,1.717739513
4571,1.868431749
4572,2.051295388
4573,2.281910684
4574,2.414130009
4575,2.393327267
4576,2.349725522
4577,2.211943262
4578,2.079965181
4579,1.956288003
4580,1.88567559
4581,1.844462579
4582,1.846655358
4583,1.808126108
4584,1.762722641
4585,1.725952312
4586,1.709967393
4587,1.688373069
4588,1.707828459
4589,1.728332109
4590,1.817097603
4591,1.900872751
4592,2.064605533
4593,2.157459963
4594,2.211704227
4595,2.221166341
4596,2.249761398
4597,2.273677718
4598,2.255855557
4599,2.258004339
4600,2.284322237
4601,2.248411957
4602,2.20747448
4603,2.097080901
4604,1.920280365
4605,1.672473066
4606,1.525571191
4607,1.386325397
4608,1.330190862
4609,1.369840906
4610,1.387694134
4611,1.374027442
4612,1.374365576
4613,1.390010156
4614,1.397476617
4615,1.386275092
4616,1.419646689
4617,1.486652459
4618,1.613784789
4619,1.770121169
4620,1.933068445
4621,2.108830128
4622,2.198524556
4623,2.144687843
4624,2.12055855
4625,2.04876432
4626,2.015359887
4627,1.959782185
4628,1.931410927
4629,1.903108774
4630,1.919044791
4631,1.905482498
4632,1.873133401
4633,1.850007945
4634,1.83490134
4635,1.831368789
4636,1.873583803
4637,1.913729686
4638,2.008295414
4639,2.087974017
4640,2.22456204
4641,2.278235606
4642,2.306668203
4643,2.292586738
4644,2.275799846
4645,2.251392342
4646,2.200602539
4647,2.185078904
4648,2.206525261
4649,2.177608714
4650,2.13917147
4651,2.004285264
4652,1.821582999
4653,1.61789822
4654,1.440576994
4655,1.321022544
4656,1.339681003
4657,1.379595247
4658,1.397649887
4659,1.384160618
4660,1.384716448
4661,1.400625941
4662,1.408454542
4663,1.397619935
4664,1.431643975
4665,1.49958254
4666,1.627874672
4667,1.785800617
4668,1.950849972
4669,2.130166916
4670,2.222311739
4671,2.168456475
4672,2.143512971
4673,2.07041744
4674,2.035753424
4675,1.979030208
4676,1.949299854
4677,1.920276162
4678,1.935917816
4679,1.92229123
4680,1.889982849
4681,1.867009072
4682,1.851696836
4683,1.848451986
4684,1.89111837
4685,1.93179864
4686,2.026845739
4687,2.107152722
4688,2.244298328
4689,2.298554606
4690,2.327535876
4691,2.313724557
4692,2.296783568
4693,2.271987758
4694,2.22059501
4695,2.204478153
4696,2.225560024
4697,2.196588683
4698,2.157847717
4699,2.021502395
4700,1.836923698
4701,1.630620896
4702,1.450850103
4703,1.330248486
4704,1.347467119
4705,1.362346222
4706,1.378533491
4707,1.372373649
4708,1.386183182
4709,1.415373322
4710,1.440515971
4711,1.450027325
4712,1.458271589
4713,1.539167797
4714,1.684187544
4715,1.832421999
4716,2.010676392
4717,2.232445325
4718,2.35833328
4719,2.335922855
4720,2.29469005
4721,2.162424505
4722,2.037508663
4723,1.919184667
4724,1.853009846
4725,1.813680469
4726,1.817062414
4727,1.779883134
4728,1.735057489
4729,1.698703163
4730,1.683116025
4731,1.661922646
4732,1.681730249
4733,1.702288391
4734,1.790512646
4735,1.873002118
4736,2.034427172
4737,2.124333182
4738,2.176351233
4739,2.184179454
4740,2.21078741
4741,2.232974018
4742,2.214554051
4743,2.216847452
4744,2.243551356
4745,2.208082588
4746,2.167792353
4747,2.058696322
4748,1.884834891
4749,1.643726988
4750,1.49953448
4751,1.363069743
4752,1.298804343
4753,1.31565051
4754,1.331166638
4755,1.323284161
4756,1.334442896
4757,1.360766317
4758,1.382096119
4759,1.387390881
4760,1.395948578
4761,1.471012605
4762,1.608703102
4763,1.751004643
4764,1.918132632
4765,2.118547047
4766,2.229151509
4767,2.202860249
4768,2.167345902
4769,2.048397331
4770,1.940529249
4771,1.83512747
4772,1.779664691
4773,1.744882277
4774,1.751134787
4775,1.717214243
4776,1.673783419
4777,1.638433297
4778,1.623806375
4779,1.603580852
4780,1.624238672
4781,1.644928354
4782,1.731846095
4783,1.811232033
4784,1.96708639
4785,2.049875115
4786,2.09651924
4787,2.100403356
4788,2.122214585
4789,2.140225788
4790,2.120362755
4791,2.12300526
4792,2.150640955
4793,2.116237967
4794,2.077510127
4795,1.971546292
4796,1.804779659
4797,1.579843638
4798,1.442191358
4799,1.312439902
4800,1.341783689
4801,1.356824118
4802,1.372956344
4803,1.366655223
4804,1.380247354
4805,1.409202383
4806,1.434032328
4807,1.443197863
4808,1.451467832
4809,1.531885722
4810,1.67630437
4811,1.824052246
4812,2.001394122
4813,2.221411692
4814,2.346046192
4815,2.323317486
4816,2.282553672
4817,2.151380302
4818,2.027862609
4819,1.910598411
4820,1.845302123
4821,1.806345659
4822,1.80996303
4823,1.773051011
4824,1.72833976
4825,1.692067793
4826,1.676559406
4827,1.655445404
4828,1.675322736
4829,1.695891667
4830,1.78400877
4831,1.866243709
4832,2.02721189
4833,2.116534186
4834,2.168111501
4835,2.175616252
4836,2.201830811
4837,2.223674978
4838,2.20513666
4839,2.207458693
4840,2.234239017
4841,2.198857657
4842,2.158695559
4843,2.049856412
4844,1.876576851
4845,1.636795262
4846,1.493139143
4847,1.357224986
4848,1.344933093
4849,1.359807537
4850,1.375996396
4851,1.369840633
4852,1.383656443
4853,1.412853372
4854,1.438005051
4855,1.44752639
4856,1.455769912
4857,1.536679932
4858,1.681717036
4859,1.829965541
4860,2.008246284
4861,2.230065788
4862,2.355989937
4863,2.333588703
4864,2.292342355
4865,2.160045274
4866,2.035089059
4867,1.916734461
4868,1.850534272
4869,1.811194127
4870,1.814569274
4871,1.777382276
4872,1.732553328
4873,1.696196624
4874,1.680607212
4875,1.659411541
4876,1.67921713
4877,1.699774961
4878,1.78800231
4879,1.870499132
4880,2.031937379
4881,2.121860243
4882,2.173891021
4883,2.181728582
4884,2.208347898
4885,2.230544394
4886,2.212127844
4887,2.214420419
4888,2.241122116
4889,2.205650824
4890,2.165356889
4891,2.056253441
4892,1.882375208
4893,1.641229006
4894,1.49702101
4895,1.360540374
4896,1.312607171
4897,1.32877611
4898,1.344523301
4899,1.3372339
4900,1.349305261
4901,1.376615646
4902,1.39925815
4903,1.406004615
4904,1.414454402
4905,1.491526354
4906,1.631740193
4907,1.77608434
4908,1.947042969
4909,2.154809396
4910,2.270675716
4911,2.245720564
4912,2.208237445
4913,2.084704058
4914,1.970966709
4915,1.861116021
4916,1.80196526
4917,1.765617401
4918,1.770881622
4919,1.735839149
4920,1.69192811
4921,1.656232258
4922,1.641274749
4923,1.620716008
4924,1.641081112
4925,1.661725508
4926,1.74909306
4927,1.829547494
4928,1.987319752
4929,2.072558842
4930,2.121053123
4931,2.126295129
4932,2.149757793
4933,2.16920652
4934,2.149840311
4935,2.152362626
4936,2.17967752
4937,2.144907601
4938,2.105641854
4939,1.998599655
4940,1.829390399
4941,1.598886662
4942,1.458982688
4943,1.326919958
4944,1.333952399
4945,1.373855582
4946,1.391901789
4947,1.378405093
4948,1.378951809
4949,1.394850212
4950,1.402663652
4951,1.391813683
4952,1.425810409
4953,1.493709922
4954,1.6219535
4955,1.779812898
4956,1.94477425
4957,2.123942352
4958,2.21598459
4959,2.162130102
4960,2.137220685
4961,2.064179633
4962,2.029568349
4963,1.972893091
4964,1.943219634
4965,1.914226149
4966,1.929880127
4967,1.916256233
4968,1.883946147
4969,1.86096602
4970,1.845662393
4971,1.842405499
4972,1.885052986
4973,1.925710884
4974,2.020737831
4975,2.101018506
4976,2.238140769
4977,2.292372652
4978,2.321330951
4979,2.307508323
4980,2.290573785
4981,2.265794231
4982,2.214426725
4983,2.198334703
4984,2.219431834
4985,2.190462787
4986,2.151734536
4987,2.0154503
4988,1.83095016
4989,1.624756961
4990,1.445088719
4991,1.324530942
4992,1.311180841
4993,1.350526484
4994,1.368147653
4995,1.35427654
4996,1.354363851
4997,1.369703208
4998,1.376752424
4999,1.365128149
5000,1.397748024
5001,1.46367906
5002,1.589475106
5003,1.743980044
5004,1.904505377
5005,2.076170812
5006,2.163041979
5007,2.109226639
5008,2.086035452
5009,2.015740537
5010,1.983787351
5011,1.929529471
5012,1.902724117
5013,1.875253296
5014,1.891528468
5015,1.878040251
5016,1.845644243
5017,1.822344028
5018,1.807474343
5019,1.803610313
5020,1.845305273
5021,1.884835456
5022,1.978846563
5023,2.057801169
5024,2.193746764
5025,2.246748949
5026,2.274549385
5027,2.260156665
5028,2.243547319
5029,2.219587208
5030,2.169492099
5031,2.154651953
5032,2.176518257
5033,2.147664843
5034,2.109577537
5035,1.976372474
5036,1.795832168
5037,1.595163785
5038,1.420664866
5039,1.302316926
5040,1.297162382
5041,1.313855278
5042,1.329423701
5043,1.321675449
5044,1.33304073
5045,1.359587522
5046,1.381214417
5047,1.386837729
5048,1.395371004
5049,1.470889467
5050,1.60915105
5051,1.751914875
5052,1.919909819
5053,2.12198815
5054,2.233783481
5055,2.20779461
5056,2.171834689
5057,2.051848477
5058,1.942652056
5059,1.836243395
5060,1.779945948
5061,1.74480924
5062,1.75083808
5063,1.71666362
5064,1.673124113
5065,1.637695746
5066,1.622994004
5067,1.602693067
5068,1.623284639
5069,1.643964072
5070,1.730983615
5071,1.810611376
5072,1.966899794
5073,2.050243088
5074,2.097305943
5075,2.101497378
5076,2.123682362
5077,2.142018906
5078,2.122268316
5079,2.124883619
5080,2.15244671
5081,2.117960678
5082,2.079111098
5083,1.972903207
5084,1.805583757
5085,1.579387643
5086,1.441225758
5087,1.310951212
5088,1.306129814
5089,1.322414298
5090,1.338122067
5091,1.330731477
5092,1.342647131
5093,1.369789126
5094,1.392207664
5095,1.398706447
5096,1.407174645
5097,1.483904016
5098,1.623687336
5099,1.767682983
5100,1.937988049
5101,2.144500116
5102,2.259468686
5103,2.234285574
5104,2.197138356
5105,2.074387206
5106,1.96165124
5107,1.852559601
