DayofYear,Heating
1,0.7283930371504348
2,0.7283742634877817
3,0.8311030349945431
4,0.9030669631376944
5,0.7716569495239723
6,0.7940392623182149
7,0.7957177062746138
8,0.8490651688461981
9,0.847309233979393
10,0.7980693993681236
11,0.7613184920598832
12,0.8024509377916804
13,0.8071921457464677
14,0.7879459394796123
15,0.7238601802954457
16,0.8094833261681892
17,0.7629993231661398
18,0.7525200347906291
19,0.6655919105677843
20,0.7002308578360359
21,0.7454193539282143
22,0.725215554824352
23,0.6478187043527351
24,0.6822077557632528
25,0.7017655581388205
26,0.6794474562769605
27,0.6786166402538255
28,0.6400268840407372
29,0.6663766214492403
30,0.6998560914434331
31,0.7291384607421706
32,0.8419466434374155
33,0.7318172256647852
34,0.689184312572859
35,0.6780054459523878
36,0.5905862684057946
37,0.7306145806504429
38,0.7780244196404928
39,0.7406217817592297
40,0.7588657198954899
41,0.7728976143071281
42,0.776850594904458
43,0.7334138611901694
44,0.7208796294470122
45,0.6966394993901582
46,0.7087948807842406
47,0.5977300439977349
48,0.6026055907128787
49,0.6234591095735266
50,0.6370888605532767
51,0.6547813059239962
52,0.6985673185616065
53,0.6698036294675825
54,0.6214841387012817
55,0.5663694469672564
56,0.5444775642785888
57,0.586623119519502
58,0.5756957287598595
59,0.5669621421613004
60,0.6038430759229748
61,0.5384902261539629
62,0.5757793098215039
63,0.5467646756771961
64,0.5418985744576664
65,0.5517452869738645
66,0.6286263056061675
67,0.5696577919704499
68,0.5850547778368442
69,0.5921866483717375
70,0.6015391172485458
71,0.5599417713806834
72,0.5311727910348667
73,0.5009896845144942
74,0.511082553004491
75,0.4547686671508423
76,0.433629618554092
77,0.48567978817636326
78,0.47087296263536527
79,0.47493426552120493
80,0.5254059024182561
81,0.5001192420842202
82,0.4910586994737205
83,0.43918245023753233
84,0.40439009941723536
85,0.4291621789731086
86,0.41379527301405705
87,0.4313869358769043
88,0.48106706221883755
89,0.43184207752809933
90,0.5073792829198117
91,0.4426950725961227
92,0.4427737068548642
93,0.4244192312360011
94,0.44992165085382135
95,0.47331057562497325
96,0.3826118900446478
97,0.37805424054367487
98,0.3912301495527112
99,0.3609854023060829
100,0.3066808848805781
101,0.3571768747869987
102,0.36212396147697035
103,0.32650201760324976
104,0.3925769187320326
105,0.3657490610314183
106,0.31275484757737465
107,0.3242341600600072
108,0.32371975692159727
109,0.33574146868405597
110,0.2951923822766106
111,0.3068088621801103
112,0.29086658458914616
113,0.26120499735825076
114,0.22639923131399906
115,0.22415416003600167
116,0.22803705280167885
117,0.217377342101228
118,0.21743612705760512
119,0.2161750934459098
120,0.23255029163346516
121,0.22818748398939606
122,0.30036341588478377
123,0.3224918101051163
124,0.2923141526926413
125,0.24752945599493198
126,0.23698024339511786
127,0.2760952048175214
128,0.32828814970832526
129,0.28487384095787055
130,0.27738198267013076
131,0.2849054644532239
132,0.2968751076837385
133,0.2877620510686103
134,0.2562880452162825
135,0.2321015151353843
136,0.25114609562715673
137,0.2449060121948299
138,0.21150757459431552
139,0.19196746768408385
140,0.15796361042488832
141,0.1348686837822331
142,0.1408535424219509
143,0.12035903634549784
144,0.11055576813320633
145,0.11531738207843041
146,0.14882127936056744
147,0.16951140879579385
148,0.13533198439080293
149,0.1431001767952707
150,0.12108823637114693
151,0.128539736992846
152,0.13002340772406135
153,0.10291874219785477
154,0.09659840884716116
155,0.09640135673425977
156,0.11201116437787871
157,0.14964966317515835
158,0.16122089442247173
159,0.1504965010067768
160,0.15461485519273058
161,0.14953473714447366
162,0.12404200708807472
163,0.11073640896795826
164,0.1091308021547558
165,0.10848120330304792
166,0.10711514014484864
167,0.10380648165629379
168,0.10230066680624145
169,0.11393455601735492
170,0.14072948018426298
171,0.13613159658684465
172,0.10929989219858187
173,0.1009554939469973
174,0.08819541521366253
175,0.08210114126935467
176,0.0823526111909097
177,0.08310986648091503
178,0.08271183124908556
179,0.08541167375351512
180,0.07878965296081186
181,0.08012738075101881
182,0.07422930462284213
183,0.07285174982999837
184,0.07563218277008285
185,0.08077215992502888
186,0.07854308498144424
187,0.09079423270721852
188,0.09436446626353402
189,0.08428748403467196
190,0.0898155451538889
191,0.08806575066031055
192,0.08715635420976058
193,0.08838753138723011
194,0.0900247682446829
195,0.09213767656553991
196,0.09379021041731272
197,0.08577266889792963
198,0.09634831975969585
199,0.10028697425514373
200,0.10983018181875483
201,0.10419488334004982
202,0.09879270781436639
203,0.08910477983974993
204,0.08671766510356443
205,0.0832021001013877
206,0.08380955772326013
207,0.08809033283703
208,0.08444844481785406
209,0.08752795356347466
210,0.09420446440888151
211,0.08889075689538843
212,0.08513715904873592
213,0.0925769259517872
214,0.09291782027751494
215,0.09320745755321286
216,0.1041848161344676
217,0.08417528150784896
218,0.08057378175224066
219,0.08836528414329253
220,0.0897600884034645
221,0.08981881073258308
222,0.08739053967058383
223,0.09057913954378395
224,0.09011915927032531
225,0.0961839147062137
226,0.09597761874487287
227,0.09424346735111547
228,0.09587428317032269
229,0.10557720862027918
230,0.10601254427217895
231,0.0962678250891089
232,0.10033170872857365
233,0.10147827858979683
234,0.10540537820583355
235,0.10807240111852191
236,0.0932903947662453
237,0.0984166167763221
238,0.10406066720563019
239,0.1006054663158047
240,0.10613846417593031
241,0.11132023523169951
242,0.1159269088257701
243,0.09885851082482904
244,0.09940078374726884
245,0.1188649914659322
246,0.11556206109653869
247,0.12342661306169134
248,0.1351479611308903
249,0.1396614532194515
250,0.13344087524557618
251,0.13785325806943421
252,0.12087952296205536
253,0.14532547376356983
254,0.13927080196688224
255,0.11858520131241046
256,0.13007686910857716
257,0.11992417988199329
258,0.1335964915169776
259,0.1304965078701164
260,0.17384959210559262
261,0.18513711848211514
262,0.1816891016972628
263,0.17591743407510588
264,0.19503764445395408
265,0.17221669753006683
266,0.1643714280242996
267,0.1789528850205273
268,0.1809110685474845
269,0.18139279452151003
270,0.18292474520490518
271,0.1667344675281601
272,0.17034798129191137
273,0.16033809573494154
274,0.16487168076753891
275,0.2060242289128177
276,0.21217063565466157
277,0.23625023378254653
278,0.29452399306490934
279,0.30438263849902863
280,0.23586314455253787
281,0.25451321446308717
282,0.3217003999767892
283,0.25930485707189416
284,0.25337287266982594
285,0.2515944673367399
286,0.2611613588195615
287,0.2611672430373641
288,0.27690610751073896
289,0.2483353904900569
290,0.39649002099279756
291,0.4178589798833839
292,0.4407004406393936
293,0.4396335815649923
294,0.3992466740232489
295,0.3567480147134526
296,0.36433744449579003
297,0.313575429296479
298,0.331960071222803
299,0.31700980655506594
300,0.32939083167297967
301,0.2876429364622027
302,0.31222359086384965
303,0.3321131614890005
304,0.29444071448293707
305,0.36352725291267135
306,0.4641791083696796
307,0.49669345344729854
308,0.43409022890365306
309,0.39743710496805296
310,0.40743518071863283
311,0.4754082890242539
312,0.4903347400327437
313,0.4784347653057188
314,0.515938361955042
315,0.5104585669906038
316,0.490413317700053
317,0.4816761994631492
318,0.4754809098101362
319,0.45146090523115356
320,0.4440707599911193
321,0.5408572875181618
322,0.495972297448186
323,0.4941225006814447
324,0.47863165867357926
325,0.5107074437079279
326,0.5844694239276043
327,0.576116934113026
328,0.5159639539402787
329,0.5029386721159429
330,0.5426257994236274
331,0.5344164597829449
332,0.5590309039040381
333,0.5651196841863131
334,0.5881761072642581
335,0.6288769178339005
336,0.5878800931334565
337,0.5474196190390357
338,0.5753988708322716
339,0.5363381040937054
340,0.5354498237157705
341,0.6420231273152595
342,0.7155983959700424
343,0.5102664315324872
344,0.6249192906043489
345,0.6969856538196623
346,0.6476425786549398
347,0.6777166841498653
348,0.6457340263715433
349,0.6791253895266972
350,0.6454290938935108
351,0.7013386807985016
352,0.8263302940505955
353,0.8218647640741572
354,0.8471319074736369
355,0.8429523752262955
356,0.7951812345774132
357,0.8317653503799741
358,0.740802718716
359,0.6655780111815639
360,0.6268100440936596
361,0.6785904658933579
362,0.737886571513463
363,0.7795468213582284
364,0.7052206814496691
365,0.6881679386172705
366,0.5788280867296566
