,Heat
1107,0.433805161055957
1108,0.457659113456318
1109,0.483456094826291
1110,0.517767075004558
1111,0.555711269333699
1112,0.552890754852666
1113,0.6053732812118799
1114,0.671327604821389
1115,0.7247166098586741
1116,0.824840698520768
1117,1.01700535566915
1118,1.15453818418734
1119,1.18946098544338
1120,1.13800182188219
1121,1.01816527016422
1122,0.8647561843699351
1123,0.748471973753519
1124,0.652076631834449
1125,0.61115950119824
1126,0.585327912291943
1127,0.556003249871345
1128,0.5434515595080689
1129,0.534414944536255
1130,0.525774173005778
1131,0.5170646523464579
1132,0.509413729926055
1133,0.5082300282649179
1134,0.5199870651409421
1135,0.547915094349663
1136,0.5980445854663851
1137,0.6620914853566159
1138,0.710450269280525
1139,0.7459424178362281
1140,0.789107120865175
1141,0.826680682766065
1142,0.8396665116852009
1143,0.8365250088041178
1144,0.828140023706702
1145,0.8185493006157191
1146,0.804489641694102
1147,0.776303699077447
1148,0.7124591528353621
1149,0.566931905709258
1150,0.508077815907167
1151,0.44766646092343004
1152,0.442291689999061
1153,0.424083039513891
1154,0.430295634585466
1155,0.44624165937741206
1156,0.47077946634111
1157,0.497316005799155
1158,0.532610626758356
1159,0.571642620291948
1160,0.5687412461836949
1161,0.622728362413126
1162,0.6905734907167651
1163,0.7454930729143441
1164,0.8484875586403
1165,1.04616126835563
1166,1.18763694252103
1167,1.2235609244871999
1168,1.1706265092261599
1169,1.0473544357392501
1170,0.8895473574606519
1171,0.769929464998169
1172,0.670770623204974
1173,0.628680464047764
1174,0.602108324910825
1175,0.5719429714433921
1176,0.559031444245176
1177,0.549735764013155
1178,0.5408472754191621
1179,0.5318880667690471
1180,0.524017804671801
1181,0.5228001681822121
1182,0.534894260451995
1183,0.563622941472996
1184,0.615189564712836
1185,0.6810725865178929
1186,0.7308177392291941
1187,0.767327390769102
1188,0.811729556615363
1189,0.850380292283328
1190,0.863738404093619
1191,0.860506839362621
1192,0.8518814701885469
1193,0.842015796446142
1194,0.8275530696491841
1195,0.7985590812564319
1196,0.73288421425412
1197,0.583184934319084
1198,0.522643592140251
1199,0.46050034048423105
1200,0.4282255807755949
1201,0.410596016156897
1202,0.41661103337925104
1203,0.43204993011187504
1204,0.45580736638206804
1205,0.48149996987914
1206,0.515672123460729
1207,0.553462790745903
1208,0.550653688425766
1209,0.602923863797581
1210,0.668611327811843
1211,0.72178431413352
1212,0.821503287978077
1213,1.01289042244378
1214,1.14986677561747
1215,1.18464827477081
1216,1.13339732154077
1217,1.01404564377704
1218,0.8612572706866629
1219,0.74544356079985
1220,0.64943824671399
1221,0.6086866720007691
1222,0.582959600993873
1223,0.553753589893099
1224,0.541252685267992
1225,0.532252633591529
1226,0.523646823723413
1227,0.514972542894186
1228,0.507352577080547
1229,0.506173664827123
1230,0.5178831312342179
1231,0.545698160079008
1232,0.595624820888674
1233,0.659412578863013
1234,0.7075756969867399
1235,0.742924239788041
1236,0.78591429292978
1237,0.8233358274127222
1238,0.8362691140137859
1239,0.8331403220535558
1240,0.8247892636740071
1241,0.8152373458704131
1242,0.8012345741198531
1243,0.7731626754176341
1244,0.709576452342802
1245,0.56463802699729
1246,0.5060220683399621
1247,0.445855145394293
1248,0.414523693512458
1249,0.425082069885949
1250,0.43313117771014503
1251,0.440221645999899
1252,0.448921583923486
1253,0.4595084578005689
1254,0.473980874568085
1255,0.488644216277565
1256,0.514718178215755
1257,0.5519960027380629
1258,0.598345875298708
1259,0.661870599183605
1260,0.7458772284632529
1261,0.887958186924798
1262,0.9858847841941991
1263,0.9851434240111802
1264,0.95260462656983
1265,0.9005999445093399
1266,0.8502625118836701
1267,0.804483662535187
1268,0.7501692864031071
1269,0.7213340092451659
1270,0.7095701932802699
