time,local_time,temperature,precipitation,snowfall,snow_mass,air_density,radiation_surface,radiation_toa,cloud_cover
2019/3/2 10:00,2019/3/2 10:00,10.479,0,0,0,1.226,455.631,636.75,0.193
2019/3/2 11:00,2019/3/2 11:00,11.68,0,0,0,1.222,523.789,699.036,0.366
2019/3/2 12:00,2019/3/2 12:00,12.258,0,0,0,1.218,502.683,704.304,0.582
2019/3/2 13:00,2019/3/2 13:00,12.048,0.002,0,0,1.217,354.639,651.979,0.986
2019/3/2 14:00,2019/3/2 14:00,11.154,0.002,0,0,1.217,145.087,545.637,0.982
2019/3/2 15:00,2019/3/2 15:00,10.804,0.003,0,0,1.217,144.286,392.534,0.974
2019/3/2 16:00,2019/3/2 16:00,10.187,0.043,0,0,1.217,51.819,203.147,0.983
2019/3/2 17:00,2019/3/2 17:00,9.686,0.16,0,0,1.218,2.954,22.97,0.994
2019/3/2 18:00,2019/3/2 18:00,9.753,0.121,0,0,1.217,0,0,0.995
2019/3/2 19:00,2019/3/2 19:00,9.966,0.082,0,0,1.215,0,0,0.992
2019/3/2 20:00,2019/3/2 20:00,10.138,0.147,0,0,1.213,0,0,0.986
2019/3/2 21:00,2019/3/2 21:00,10.24,0.206,0,0,1.213,0,0,0.976
2019/3/2 22:00,2019/3/2 22:00,10.105,0.181,0,0,1.213,0,0,0.972
2019/3/2 23:00,2019/3/2 23:00,9.576,0.085,0,0,1.215,0,0,0.969
2019/3/3 0:00,2019/3/3 0:00,8.671,0.026,0,0,1.22,0,0,0.965
2019/3/3 1:00,2019/3/3 1:00,7.605,0.011,0,0,1.224,0,0,0.922
2019/3/3 2:00,2019/3/3 2:00,6.851,0.008,0,0,1.227,0,0,0.759
2019/3/3 3:00,2019/3/3 3:00,6.648,0.032,0,0,1.228,0,0,0.977
2019/3/3 4:00,2019/3/3 4:00,6.982,0.255,0,0,1.227,0,0,0.995
2019/3/3 5:00,2019/3/3 5:00,7.178,0.409,0,0,1.225,0,0,0.996
2019/3/3 6:00,2019/3/3 6:00,7.202,0.242,0,0,1.224,0.482,10.552,0.995
2019/3/3 7:00,2019/3/3 7:00,7.599,0.207,0,0,1.222,24.272,173.375,0.995
2019/3/3 8:00,2019/3/3 8:00,8.51,0.252,0,0,1.218,67.948,368.196,0.966
2019/3/3 9:00,2019/3/3 9:00,9.643,0.22,0,0,1.212,99.128,528.873,0.988
2019/3/3 10:00,2019/3/3 10:00,10.573,0.225,0,0,1.207,100.668,644.25,0.99
2019/3/3 11:00,2019/3/3 11:00,11.105,0.209,0,0,1.204,103.726,706.784,0.995
2019/3/3 12:00,2019/3/3 12:00,11.061,0.432,0,0,1.202,73.664,711.804,0.997
2019/3/3 13:00,2019/3/3 13:00,10.847,0.445,0,0,1.202,83.439,659.479,0.995
2019/3/3 14:00,2019/3/3 14:00,10.928,0.803,0,0,1.199,132.825,553.136,0.933
2019/3/3 15:00,2019/3/3 15:00,10.605,1.889,0,0,1.197,68.985,399.949,0.985
2019/3/3 16:00,2019/3/3 16:00,10.371,0.842,0,0,1.194,12.475,210.541,0.997
2019/3/3 17:00,2019/3/3 17:00,10.722,0.162,0,0,1.191,0.373,26.442,0.866
2019/3/3 18:00,2019/3/3 18:00,10.854,0.333,0,0,1.19,0,0,0.556
2019/3/3 19:00,2019/3/3 19:00,9.964,0.159,0,0,1.194,0,0,0.391
2019/3/3 20:00,2019/3/3 20:00,8.222,0.117,0,0,1.203,0,0,0.379
2019/3/3 21:00,2019/3/3 21:00,7.047,0.083,0,0,1.208,0,0,0.558
2019/3/3 22:00,2019/3/3 22:00,6.503,0.043,0,0,1.21,0,0,0.68
2019/3/3 23:00,2019/3/3 23:00,5.596,0.027,0,0,1.215,0,0,0.696
2019/3/4 0:00,2019/3/4 0:00,4.759,0.017,0,0,1.219,0,0,0.751
2019/3/4 1:00,2019/3/4 1:00,4.08,0.075,0,0,1.222,0,0,0.63
2019/3/4 2:00,2019/3/4 2:00,3.146,0.153,0,0,1.224,0,0,0.702
2019/3/4 3:00,2019/3/4 3:00,2.237,0.101,0,0,1.226,0,0,0.827
2019/3/4 4:00,2019/3/4 4:00,1.763,0.024,0,0,1.228,0,0,0.861
2019/3/4 5:00,2019/3/4 5:00,1.752,0.001,0,0,1.231,0,0,0.899
2019/3/4 6:00,2019/3/4 6:00,1.755,0,0,0,1.234,3.509,12.928,0.897
2019/3/4 7:00,2019/3/4 7:00,2.73,0,0,0,1.233,66.872,180.726,0.823
2019/3/4 8:00,2019/3/4 8:00,4.468,0,0,0,1.228,207.216,375.657,0.776
2019/3/4 9:00,2019/3/4 9:00,6.485,0.014,0,0,1.222,352.2,536.373,0.81
2019/3/4 10:00,2019/3/4 10:00,8.074,0.121,0,0,1.216,423.901,651.75,0.84
2019/3/4 11:00,2019/3/4 11:00,8.724,0.247,0,0,1.214,425.668,714.284,0.799
2019/3/4 12:00,2019/3/4 12:00,8.534,0.242,0,0,1.214,313.22,719.304,0.648
2019/3/4 13:00,2019/3/4 13:00,7.957,0.11,0,0,1.216,221.911,666.979,0.75
2019/3/4 14:00,2019/3/4 14:00,7.68,0.017,0,0,1.217,193.485,560.465,0.824
2019/3/4 15:00,2019/3/4 15:00,7.41,0.008,0,0,1.219,149.686,407.324,0.684
2019/3/4 16:00,2019/3/4 16:00,6.746,0.004,0,0,1.221,85.273,217.916,0.488
2019/3/4 17:00,2019/3/4 17:00,5.703,0.002,0,0,1.225,7.854,30.177,0.565
2019/3/4 18:00,2019/3/4 18:00,5.055,0.002,0,0,1.229,0,0,0.623
2019/3/4 19:00,2019/3/4 19:00,4.658,0.002,0,0,1.231,0,0,0.621
2019/3/4 20:00,2019/3/4 20:00,4.293,0.01,0,0,1.234,0,0,0.615
2019/3/4 21:00,2019/3/4 21:00,3.782,0.216,0,0,1.236,0,0,0.618
2019/3/4 22:00,2019/3/4 22:00,3.44,0.089,0,0,1.239,0,0,0.655
2019/3/4 23:00,2019/3/4 23:00,3.414,0.007,0,0,1.239,0,0,0.564
2019/3/5 0:00,2019/3/5 0:00,3.215,0.001,0,0,1.24,0,0,0.428
2019/3/5 1:00,2019/3/5 1:00,2.692,0.002,0,0,1.242,0,0,0.59
2019/3/5 2:00,2019/3/5 2:00,2.684,0.002,0,0,1.244,0,0,0.888
2019/3/5 3:00,2019/3/5 3:00,2.679,0.004,0,0,1.244,0,0,0.853
2019/3/5 4:00,2019/3/5 4:00,2.835,0.007,0,0,1.244,0,0,0.931
2019/3/5 5:00,2019/3/5 5:00,3.108,0.008,0,0,1.243,0,0,0.969
2019/3/5 6:00,2019/3/5 6:00,3.26,0.007,0,0,1.243,1.085,15.569,0.941
2019/3/5 7:00,2019/3/5 7:00,3.529,0.006,0,0,1.243,27.971,188.101,0.876
2019/3/5 8:00,2019/3/5 8:00,4.251,0.004,0,0,1.241,96.908,383.071,0.829
2019/3/5 9:00,2019/3/5 9:00,5.916,0.001,0,0,1.235,226.143,543.703,0.949
2019/3/5 10:00,2019/3/5 10:00,8.137,0.001,0,0,1.227,403.338,659.25,0.955
2019/3/5 11:00,2019/3/5 11:00,9.577,0.001,0,0,1.221,435.375,721.784,0.985
2019/3/5 12:00,2019/3/5 12:00,9.979,0.001,0,0,1.219,358.338,726.882,0.989
2019/3/5 13:00,2019/3/5 13:00,9.986,0.001,0,0,1.217,289.872,674.479,0.988
2019/3/5 14:00,2019/3/5 14:00,9.506,0.037,0,0,1.218,174.179,567.965,0.991
2019/3/5 15:00,2019/3/5 15:00,8.754,0.263,0,0,1.219,95.337,414.823,0.992
2019/3/5 16:00,2019/3/5 16:00,7.843,0.347,0,0,1.222,38.994,225.311,0.995
2019/3/5 17:00,2019/3/5 17:00,7.247,0.176,0,0,1.224,2.61,34.152,0.995
2019/3/5 18:00,2019/3/5 18:00,7.239,0.146,0,0,1.223,0,0,0.995
2019/3/5 19:00,2019/3/5 19:00,7.564,0.305,0,0,1.22,0,0,0.994
2019/3/5 20:00,2019/3/5 20:00,7.916,0.651,0,0,1.218,0,0,0.99
2019/3/5 21:00,2019/3/5 21:00,8.006,0.835,0,0,1.217,0,0,0.989
2019/3/5 22:00,2019/3/5 22:00,7.972,1.146,0,0,1.216,0,0,0.992
2019/3/5 23:00,2019/3/5 23:00,7.92,1.523,0,0,1.215,0,0,0.991
2019/3/6 0:00,2019/3/6 0:00,7.765,1.322,0,0,1.214,0,0,0.988
2019/3/6 1:00,2019/3/6 1:00,7.276,1.325,0,0,1.215,0,0,0.988
2019/3/6 2:00,2019/3/6 2:00,7.072,1.154,0,0,1.214,0,0,0.992
2019/3/6 3:00,2019/3/6 3:00,7.346,1.158,0,0,1.211,0,0,0.986
2019/3/6 4:00,2019/3/6 4:00,7.693,0.803,0,0,1.208,0,0,0.991
2019/3/6 5:00,2019/3/6 5:00,8.155,0.386,0,0,1.204,0,0,0.996
2019/3/6 6:00,2019/3/6 6:00,8.703,0.15,0,0,1.201,0.53,18.46,0.997
2019/3/6 7:00,2019/3/6 7:00,9.236,0.051,0,0,1.199,17.757,195.496,0.991
2019/3/6 8:00,2019/3/6 8:00,10.004,0.034,0,0,1.196,61.163,390.486,0.964
2019/3/6 9:00,2019/3/6 9:00,10.592,0.057,0,0,1.194,110.006,551.203,0.963
2019/3/6 10:00,2019/3/6 10:00,11.053,0.083,0,0,1.192,154.717,666.75,0.977
2019/3/6 11:00,2019/3/6 11:00,11.599,0.124,0,0,1.189,247.176,729.284,0.732
2019/3/6 12:00,2019/3/6 12:00,12.551,0.146,0,0,1.186,462.402,734.382,0.384
2019/3/6 13:00,2019/3/6 13:00,12.85,0.171,0,0,1.183,386.865,682.057,0.887
2019/3/6 14:00,2019/3/6 14:00,12.442,0.161,0,0,1.183,239.282,575.465,0.949
2019/3/6 15:00,2019/3/6 15:00,11.726,0.184,0,0,1.184,136.423,422.238,0.937
2019/3/6 16:00,2019/3/6 16:00,10.884,0.15,0,0,1.186,70.771,232.705,0.931
2019/3/6 17:00,2019/3/6 17:00,10.064,0.137,0,0,1.189,5.909,38.39,0.951
2019/3/6 18:00,2019/3/6 18:00,9.572,0.095,0,0,1.192,0,0,0.975
2019/3/6 19:00,2019/3/6 19:00,9.077,0.083,0,0,1.194,0,0,0.989
2019/3/6 20:00,2019/3/6 20:00,8.25,0.042,0,0,1.199,0,0,0.988
2019/3/6 21:00,2019/3/6 21:00,7.249,0.019,0,0,1.204,0,0,0.988
2019/3/6 22:00,2019/3/6 22:00,6.458,0.009,0,0,1.208,0,0,0.95
2019/3/6 23:00,2019/3/6 23:00,5.735,0.004,0,0,1.211,0,0,0.383
2019/3/7 0:00,2019/3/7 0:00,4.755,0.002,0,0,1.215,0,0,0.273
2019/3/7 1:00,2019/3/7 1:00,3.947,0.002,0,0,1.219,0,0,0.757
2019/3/7 2:00,2019/3/7 2:00,3.575,0.002,0,0,1.222,0,0,0.562
2019/3/7 3:00,2019/3/7 3:00,3.441,0.003,0,0,1.225,0,0,0.651
2019/3/7 4:00,2019/3/7 4:00,3.532,0.004,0,0,1.226,0,0,0.756
2019/3/7 5:00,2019/3/7 5:00,3.656,0.006,0,0,1.226,0,0,0.817
2019/3/7 6:00,2019/3/7 6:00,3.979,0.005,0,0,1.225,2.986,21.589,0.787
2019/3/7 7:00,2019/3/7 7:00,4.571,0.003,0,0,1.223,50.296,202.89,0.675
2019/3/7 8:00,2019/3/7 8:00,5.777,0.003,0,0,1.219,162.666,397.946,0.245
2019/3/7 9:00,2019/3/7 9:00,7.432,0.007,0,0,1.214,362.812,558.703,0.118
2019/3/7 10:00,2019/3/7 10:00,8.677,0.032,0,0,1.209,455.095,674.25,0.175
2019/3/7 11:00,2019/3/7 11:00,9.132,0.073,0,0,1.207,451.429,736.614,0.357
2019/3/7 12:00,2019/3/7 12:00,8.963,0.132,0,0,1.207,359.488,741.882,0.585
2019/3/7 13:00,2019/3/7 13:00,8.41,0.188,0,0,1.209,244.723,689.386,0.821
2019/3/7 14:00,2019/3/7 14:00,7.665,0.265,0,0,1.212,145.214,582.965,0.934
2019/3/7 15:00,2019/3/7 15:00,7.055,0.316,0,0,1.215,78.555,429.652,0.936
2019/3/7 16:00,2019/3/7 16:00,6.851,0.266,0,0,1.217,33.676,240.1,0.931
2019/3/7 17:00,2019/3/7 17:00,6.722,0.248,0,0,1.219,4.565,42.882,0.939
2019/3/7 18:00,2019/3/7 18:00,6.565,0.201,0,0,1.221,0,0,0.958
2019/3/7 19:00,2019/3/7 19:00,6.429,0.155,0,0,1.224,0,0,0.953
2019/3/7 20:00,2019/3/7 20:00,6.333,0.038,0,0,1.226,0,0,0.754
2019/3/7 21:00,2019/3/7 21:00,5.775,0.005,0,0,1.23,0,0,0.235
2019/3/7 22:00,2019/3/7 22:00,5.055,0.002,0,0,1.234,0,0,0.229
2019/3/7 23:00,2019/3/7 23:00,4.398,0.001,0,0,1.239,0,0,0.355
2019/3/8 0:00,2019/3/8 0:00,4.108,0.001,0,0,1.244,0,0,0.533
2019/3/8 1:00,2019/3/8 1:00,3.8,0.002,0,0,1.247,0,0,0.662
2019/3/8 2:00,2019/3/8 2:00,3.532,0.004,0,0,1.25,0,0,0.839
2019/3/8 3:00,2019/3/8 3:00,3.337,0.005,0,0,1.253,0,0,0.946
2019/3/8 4:00,2019/3/8 4:00,3.198,0.007,0,0,1.254,0,0,0.944
2019/3/8 5:00,2019/3/8 5:00,3.18,0.007,0,0,1.256,0,0,0.958
2019/3/8 6:00,2019/3/8 6:00,3.309,0.007,0,0,1.256,2.1,24.978,0.955
2019/3/8 7:00,2019/3/8 7:00,3.811,0.007,0,0,1.255,26.895,210.285,0.922
2019/3/8 8:00,2019/3/8 8:00,4.578,0.006,0,0,1.253,87.259,405.361,0.884
2019/3/8 9:00,2019/3/8 9:00,5.466,0.001,0,0,1.25,191.376,566.201,0.883
2019/3/8 10:00,2019/3/8 10:00,7.076,0,0,0,1.244,368.791,681.578,0.989
2019/3/8 11:00,2019/3/8 11:00,7.528,0.002,0,0,1.239,191.471,744.113,0.985
2019/3/8 12:00,2019/3/8 12:00,7.973,0.023,0,0,1.236,182.701,749.382,0.978
2019/3/8 13:00,2019/3/8 13:00,8.777,0.092,0,0,1.231,245.798,696.886,0.679
2019/3/8 14:00,2019/3/8 14:00,8.969,0.254,0,0,1.229,224.255,590.464,0.632
2019/3/8 15:00,2019/3/8 15:00,8.405,0.326,0,0,1.229,136.959,437.113,0.565
2019/3/8 16:00,2019/3/8 16:00,7.595,0.325,0,0,1.23,79.238,247.495,0.539
2019/3/8 17:00,2019/3/8 17:00,6.769,0.456,0,0,1.232,9.999,47.615,0.618
2019/3/8 18:00,2019/3/8 18:00,6.846,0.473,0,0,1.231,0,0,0.899
2019/3/8 19:00,2019/3/8 19:00,7.78,0.194,0,0,1.225,0,0,0.88
2019/3/8 20:00,2019/3/8 20:00,8.52,0.104,0,0,1.222,0,0,0.77
2019/3/8 21:00,2019/3/8 21:00,8.861,0.05,0,0,1.221,0,0,0.862
2019/3/8 22:00,2019/3/8 22:00,8.627,0.016,0,0,1.222,0,0,0.952
2019/3/8 23:00,2019/3/8 23:00,7.455,0.002,0,0,1.229,0,0,0.943
2019/3/9 0:00,2019/3/9 0:00,6.049,0,0,0,1.236,0,0,0.938
2019/3/9 1:00,2019/3/9 1:00,5.153,0,0,0,1.242,0,0,0.932
2019/3/9 2:00,2019/3/9 2:00,4.432,0,0,0,1.245,0,0,0.812
2019/3/9 3:00,2019/3/9 3:00,4.078,0.001,0,0,1.248,0,0,0.653
2019/3/9 4:00,2019/3/9 4:00,4.09,0.003,0,0,1.25,0,0,0.849
2019/3/9 5:00,2019/3/9 5:00,4.439,0.005,0,0,1.25,0,0,0.94
2019/3/9 6:00,2019/3/9 6:00,4.828,0.008,0,0,1.248,5.498,28.619,0.921
2019/3/9 7:00,2019/3/9 7:00,5.697,0.013,0,0,1.244,70.425,217.722,0.781
2019/3/9 8:00,2019/3/9 8:00,7.448,0.025,0,0,1.237,212.155,412.775,0.706
2019/3/9 9:00,2019/3/9 9:00,9.379,0.05,0,0,1.228,364.14,573.53,0.827
2019/3/9 10:00,2019/3/9 10:00,10.659,0.064,0,0,1.223,440.617,689.078,0.849
2019/3/9 11:00,2019/3/9 11:00,10.96,0.049,0,0,1.222,360.857,751.612,0.894
2019/3/9 12:00,2019/3/9 12:00,10.919,0.03,0,0,1.223,350.914,756.881,0.851
2019/3/9 13:00,2019/3/9 13:00,10.912,0.013,0,0,1.225,402.387,704.308,0.906
2019/3/9 14:00,2019/3/9 14:00,10.446,0.007,0,0,1.227,320.366,597.716,0.925
2019/3/9 15:00,2019/3/9 15:00,9.546,0.005,0,0,1.23,175.012,444.527,0.973
2019/3/9 16:00,2019/3/9 16:00,8.445,0.003,0,0,1.233,62.028,254.932,0.991
2019/3/9 17:00,2019/3/9 17:00,7.383,0.001,0,0,1.237,6.636,52.607,0.992
2019/3/9 18:00,2019/3/9 18:00,6.602,0,0,0,1.242,0,0,0.962
2019/3/9 19:00,2019/3/9 19:00,5.957,0.002,0,0,1.245,0,0,0.932
2019/3/9 20:00,2019/3/9 20:00,5.54,0.059,0,0,1.246,0,0,0.975
2019/3/9 21:00,2019/3/9 21:00,5.181,0.206,0,0,1.246,0,0,0.993
2019/3/9 22:00,2019/3/9 22:00,4.88,0.458,0,0,1.245,0,0,0.994
2019/3/9 23:00,2019/3/9 23:00,4.746,1.052,0,0,1.243,0,0,0.993
2019/3/10 0:00,2019/3/10 0:00,4.918,1.387,0,0,1.242,0,0,0.952
2019/3/10 1:00,2019/3/10 1:00,4.809,1.855,0,0,1.24,0,0,0.922
2019/3/10 2:00,2019/3/10 2:00,4.707,1.769,0,0,1.237,0,0,0.893
2019/3/10 3:00,2019/3/10 3:00,5.702,1.257,0.156,0.068,1.228,0,0,0.888
2019/3/10 4:00,2019/3/10 4:00,6.912,0.852,0.125,0.208,1.218,0,0,0.92
2019/3/10 5:00,2019/3/10 5:00,7.289,0.452,0.06,0.293,1.216,0,0,0.942
2019/3/10 6:00,2019/3/10 6:00,6.598,0.168,0.014,0.32,1.224,0.833,32.5,0.771
2019/3/10 7:00,2019/3/10 7:00,4.294,0.034,0,0.323,1.239,53.817,225.117,0.592
2019/3/10 8:00,2019/3/10 8:00,4.202,0.007,0,0.31,1.244,151.001,420.15,0.572
2019/3/10 9:00,2019/3/10 9:00,5.386,0.013,0,0.287,1.242,223.585,580.953,0.464
2019/3/10 10:00,2019/3/10 10:00,6.627,0.016,0,0.254,1.239,350.045,696.578,0.238
2019/3/10 11:00,2019/3/10 11:00,7.599,0.013,0,0.211,1.238,503.495,758.942,0.151
2019/3/10 12:00,2019/3/10 12:00,7.951,0.004,0,0.167,1.238,486.603,764.21,0.198
2019/3/10 13:00,2019/3/10 13:00,7.956,0.001,0,0.134,1.24,474.574,711.636,0.237
2019/3/10 14:00,2019/3/10 14:00,7.571,0.001,0,0.111,1.241,353.431,605.216,0.397
2019/3/10 15:00,2019/3/10 15:00,6.769,0.005,0,0.097,1.243,191.453,451.941,0.567
2019/3/10 16:00,2019/3/10 16:00,5.74,0.012,0,0.088,1.247,74.14,262.326,0.697
2019/3/10 17:00,2019/3/10 17:00,4.694,0.021,0,0.083,1.252,9.085,57.855,0.764
2019/3/10 18:00,2019/3/10 18:00,4.083,0.108,0,0.079,1.255,0,0,0.698
2019/3/10 19:00,2019/3/10 19:00,3.805,0.091,0,0.076,1.256,0,0,0.491
2019/3/10 20:00,2019/3/10 20:00,3.558,0.063,0,0.073,1.257,0,0,0.437
2019/3/10 21:00,2019/3/10 21:00,3.207,0.072,0,0.07,1.26,0,0,0.573
2019/3/10 22:00,2019/3/10 22:00,2.854,0.044,0,0.067,1.262,0,0,0.543
2019/3/10 23:00,2019/3/10 23:00,2.532,0.016,0,0.064,1.264,0,0,0.495
2019/3/11 0:00,2019/3/11 0:00,2.397,0.016,0,0.063,1.265,0,0,0.57
2019/3/11 1:00,2019/3/11 1:00,2.431,0.016,0,0.061,1.265,0,0,0.537
2019/3/11 2:00,2019/3/11 2:00,2.361,0.015,0,0.059,1.266,0,0,0.491
2019/3/11 3:00,2019/3/11 3:00,2.291,0.01,0,0.057,1.267,0,0,0.409
2019/3/11 4:00,2019/3/11 4:00,2.253,0.007,0,0.056,1.269,0,0,0.33
2019/3/11 5:00,2019/3/11 5:00,2.13,0.005,0,0.054,1.27,0,0,0.298
2019/3/11 6:00,2019/3/11 6:00,1.991,0.004,0,0.052,1.272,11.53,36.649,0.235
2019/3/11 7:00,2019/3/11 7:00,2.624,0.002,0,0.05,1.272,117.15,232.512,0.133
2019/3/11 8:00,2019/3/11 8:00,4.115,0.001,0,0.047,1.268,270.219,427.564,0.097
2019/3/11 9:00,2019/3/11 9:00,5.82,0,0,0.041,1.263,413.675,588.281,0.065
2019/3/11 10:00,2019/3/11 10:00,7.253,0,0,0.035,1.259,525.404,703.906,0.072
2019/3/11 11:00,2019/3/11 11:00,8.24,0.001,0,0.029,1.256,586.772,766.44,0.255
2019/3/11 12:00,2019/3/11 12:00,8.884,0.001,0,0.024,1.253,589.99,771.631,0.202
2019/3/11 13:00,2019/3/11 13:00,9.227,0.002,0,0.02,1.251,532.967,719.135,0.384
2019/3/11 14:00,2019/3/11 14:00,9.242,0.004,0,0.017,1.249,422.639,612.544,0.348
2019/3/11 15:00,2019/3/11 15:00,8.945,0.005,0,0.015,1.248,296.675,459.316,0.426
2019/3/11 16:00,2019/3/11 16:00,8.023,0.004,0,0.014,1.249,138.001,269.74,0.946
2019/3/11 17:00,2019/3/11 17:00,6.067,0.003,0,0.014,1.251,17.173,63.352,0.992
2019/3/11 18:00,2019/3/11 18:00,5.531,0,0,0.014,1.253,0,0,0.992
2019/3/11 19:00,2019/3/11 19:00,5.699,0.001,0,0.013,1.255,0,0,0.99
2019/3/11 20:00,2019/3/11 20:00,5.598,0.003,0,0.013,1.256,0,0,0.99
2019/3/11 21:00,2019/3/11 21:00,5.511,0.023,0,0.012,1.255,0,0,0.992
2019/3/11 22:00,2019/3/11 22:00,5.484,0.103,0,0.012,1.254,0,0,0.991
2019/3/11 23:00,2019/3/11 23:00,5.584,0.288,0,0.011,1.252,0,0,0.993
2019/3/12 0:00,2019/3/12 0:00,5.728,0.294,0,0.01,1.249,0,0,0.995
2019/3/12 1:00,2019/3/12 1:00,5.98,0.254,0,0.009,1.246,0,0,0.998
2019/3/12 2:00,2019/3/12 2:00,6.498,0.16,0,0.007,1.241,0,0,0.997
2019/3/12 3:00,2019/3/12 3:00,6.919,0.099,0,0.006,1.237,0,0,0.992
2019/3/12 4:00,2019/3/12 4:00,7.239,0.122,0,0.005,1.234,0,0,0.991
2019/3/12 5:00,2019/3/12 5:00,7.529,0.154,0,0.004,1.23,0,0,0.992
2019/3/12 6:00,2019/3/12 6:00,7.762,0.159,0,0.003,1.227,1.432,41.043,0.993
2019/3/12 7:00,2019/3/12 7:00,7.96,0.201,0,0.002,1.225,13.31,239.906,0.995
2019/3/12 8:00,2019/3/12 8:00,8.147,0.41,0,0.002,1.222,31.61,434.939,0.998
2019/3/12 9:00,2019/3/12 9:00,8.278,1.069,0,0.001,1.22,49.174,595.779,0.998
2019/3/12 10:00,2019/3/12 10:00,8.431,2.18,0,0,1.217,76.638,711.327,0.996
2019/3/12 11:00,2019/3/12 11:00,8.279,2.456,0,0,1.218,113.96,773.691,0.997
2019/3/12 12:00,2019/3/12 12:00,7.025,1.862,0,0,1.225,98.256,778.961,0.991
2019/3/12 13:00,2019/3/12 13:00,4.696,0.82,0,0,1.237,111.016,726.387,0.992
2019/3/12 14:00,2019/3/12 14:00,4.042,0.103,0,0,1.241,96.213,620.043,0.902
2019/3/12 15:00,2019/3/12 15:00,4.894,0.017,0,0,1.238,145.357,466.691,0.69
2019/3/12 16:00,2019/3/12 16:00,5.43,0.001,0,0,1.234,104.77,277.116,0.512
2019/3/12 17:00,2019/3/12 17:00,5.161,0.008,0,0,1.233,20.256,69.105,0.46
2019/3/12 18:00,2019/3/12 18:00,5.001,0.011,0,0,1.234,0,0,0.434
2019/3/12 19:00,2019/3/12 19:00,4.76,0.001,0,0,1.236,0,0,0.226
2019/3/12 20:00,2019/3/12 20:00,4.212,0,0,0,1.239,0,0,0.182
2019/3/12 21:00,2019/3/12 21:00,4.051,0.001,0,0,1.239,0,0,0.166
2019/3/12 22:00,2019/3/12 22:00,4.371,0.002,0,0,1.238,0,0,0.112
2019/3/12 23:00,2019/3/12 23:00,4.609,0.003,0,0,1.237,0,0,0.111
2019/3/13 0:00,2019/3/13 0:00,4.606,0.003,0,0,1.237,0,0,0.112
2019/3/13 1:00,2019/3/13 1:00,4.55,0.002,0,0,1.237,0,0,0.121
2019/3/13 2:00,2019/3/13 2:00,4.489,0.002,0,0,1.237,0,0,0.169
2019/3/13 3:00,2019/3/13 3:00,4.505,0.002,0,0,1.237,0,0,0.259
2019/3/13 4:00,2019/3/13 4:00,4.641,0.003,0,0,1.237,0,0,0.346
2019/3/13 5:00,2019/3/13 5:00,4.822,0.003,0,0,1.237,0,0,0.353
2019/3/13 6:00,2019/3/13 6:00,5.043,0.004,0,0,1.237,10.94,45.666,0.327
2019/3/13 7:00,2019/3/13 7:00,5.724,0.005,0,0,1.236,93.972,247.343,0.28
2019/3/13 8:00,2019/3/13 8:00,6.819,0.006,0,0,1.233,217.559,442.314,0.248
2019/3/13 9:00,2019/3/13 9:00,7.934,0.009,0,0,1.231,350.754,603.031,0.123
2019/3/13 10:00,2019/3/13 10:00,8.797,0.022,0,0,1.229,468.628,718.656,0.097
2019/3/13 11:00,2019/3/13 11:00,9.325,0.023,0,0,1.229,523.542,781.19,0.104
2019/3/13 12:00,2019/3/13 12:00,9.596,0.019,0,0,1.229,525.163,786.211,0.096
2019/3/13 13:00,2019/3/13 13:00,9.693,0.013,0,0,1.229,489.405,733.885,0.093
2019/3/13 14:00,2019/3/13 14:00,9.587,0.007,0,0,1.229,404.258,627.294,0.47
2019/3/13 15:00,2019/3/13 15:00,9.147,0.004,0,0,1.23,262.709,474.066,0.891
2019/3/13 16:00,2019/3/13 16:00,8.347,0.003,0,0,1.232,117.395,284.529,0.984
2019/3/13 17:00,2019/3/13 17:00,7.323,0.003,0,0,1.236,14.275,75.107,0.994
2019/3/13 18:00,2019/3/13 18:00,6.661,0.003,0,0,1.239,0,0,0.994
2019/3/13 19:00,2019/3/13 19:00,6.246,0.014,0,0,1.242,0,0,0.993
2019/3/13 20:00,2019/3/13 20:00,5.815,0.046,0,0,1.245,0,0,0.995
2019/3/13 21:00,2019/3/13 21:00,5.593,0.058,0,0,1.246,0,0,0.995
2019/3/13 22:00,2019/3/13 22:00,5.476,0.07,0,0,1.246,0,0,0.994
2019/3/13 23:00,2019/3/13 23:00,5.466,0.094,0,0,1.246,0,0,0.995
2019/3/14 0:00,2019/3/14 0:00,5.543,0.182,0,0,1.244,0,0,0.995
2019/3/14 1:00,2019/3/14 1:00,5.663,0.344,0,0,1.242,0,0,0.996
2019/3/14 2:00,2019/3/14 2:00,5.934,0.348,0,0,1.239,0,0,0.997
2019/3/14 3:00,2019/3/14 3:00,6.409,0.523,0,0,1.234,0,0,0.996
2019/3/14 4:00,2019/3/14 4:00,6.713,0.809,0,0,1.231,0,0,0.995
2019/3/14 5:00,2019/3/14 5:00,6.973,0.733,0,0,1.228,0,0,0.996
2019/3/14 6:00,2019/3/14 6:00,7.542,0.396,0,0,1.224,3.185,50.559,0.995
2019/3/14 7:00,2019/3/14 7:00,8.203,0.133,0,0,1.22,34.076,254.738,0.989
2019/3/14 8:00,2019/3/14 8:00,9.153,0.032,0,0,1.216,96.37,449.728,0.967
2019/3/14 9:00,2019/3/14 9:00,10.154,0.104,0,0,1.212,150.184,610.359,0.888
