DayofYear,total
258,0.793464671390283
259,0.7906925548877537
260,0.8370439534051949
261,0.8494864415983889
262,0.8463462845796845
263,0.8407488970267749
264,0.8614743466641926
265,0.8378475680282378
266,0.8300573734570158
267,0.8459831504328111
268,0.848559979919511
269,0.8495754747498769
270,0.8517015685489808
271,0.8350866363895517
272,0.8394139560689777
273,0.8293347081811195
274,0.8346349912589848
275,0.8786593514858057
276,0.8856651725414757
277,0.9116351102113394
278,0.9737649285013924
279,0.9846963936850088
280,0.912743996023395
281,0.9329722782312118
282,1.0045279288142668
283,0.9390515297182458
284,0.9332846092560023
285,0.9319100446290822
286,0.9425329838043679
287,0.9430452821673136
288,0.9601950024945323
289,0.9306956646896454
290,1.0880810830318275
291,1.1113923028833914
292,1.1362606743031962
293,1.1358463085038908
294,1.093851502929035
295,1.049623547329291
296,1.058363094394201
297,1.0053967474317846
298,1.0255520909138907
299,1.0104562042961915
300,1.024262801098983
301,0.980828768767966
302,1.0075363148444514
303,1.0292831008493304
304,0.9901588019810005
305,1.0639307414807302
306,1.1710825931323567
307,1.2061799138965315
308,1.1406916420839674
309,1.1026452641032127
310,1.1139319229476632
311,1.186526424574735
312,1.2030247761456898
313,1.1911545314618561
314,1.2315279208624854
315,1.2264469327633207
316,1.205963166183
317,1.1974376010947507
318,1.1915999866696338
319,1.1669129680757617
320,1.159700935227193
321,1.2626543786904578
322,1.2157920351704778
323,1.214438848763086
324,1.1986604344570941
325,1.2331831094973826
326,1.311788393688453
327,1.3035586939705606
328,1.2405506495242618
329,1.2273795330401434
330,1.2699511035254893
331,1.2618727832543735
332,1.2885051873366828
333,1.2955469428929025
334,1.3205317599889472
335,1.3641752873377135
336,1.3214246281184088
337,1.2792411526880803
338,1.3094317971139546
339,1.268728494004927
340,1.2683920986711896
341,1.381694930523835
342,1.46010276966379
343,1.2435698378584765
344,1.3654166945235744
345,1.4422288857892673
346,1.3906521752727445
347,1.4230581002381275
348,1.389839805281873
349,1.4257536870717575
350,1.3901742251839042
351,1.4493518184789296
352,1.5815827560109548
353,1.576914448568706
354,1.603688056456265
355,1.599322187892275
356,1.5488587604871193
357,1.5875999194787702
358,1.491462052163892
359,1.411966834895693
360,1.3710241464172066
361,1.4258352013259439
362,1.4885939941100785
363,1.5327030988205572
364,1.454158105128076
365,1.4361789838262302
366,
