,0
0,3.182071801496202
1,3.150725388034729
2,3.203948163226084
3,3.245140175706174
4,3.355103253317854
5,3.5025348958182487
6,3.671261942135468
7,3.8212682780727
8,3.8280203697601194
9,4.170982839132969
10,4.688697126620406
11,5.169465261930096
12,5.871603114193666
13,6.978494738943184
14,7.705034950679144
15,7.7807678596146514
16,7.520664850346613
17,6.842457134486218
18,6.063056195482093
19,5.424994284006973
20,4.959887235686412
21,4.73998225596802
22,4.657575317935668
23,4.481987815390786
24,4.349008000252153
25,4.245104890432353
26,4.184102608714282
27,4.111650523996671
28,4.124854691210912
29,4.161884829084227
30,4.3789187144549215
31,4.64030541306493
32,5.136202880347444
33,5.537105253861109
34,5.808076221302656
35,5.946251811447947
36,6.148472584871442
37,6.322550004073386
38,6.3305372431912765
39,6.32427955571398
40,6.34874233570355
41,6.244697555295789
42,6.115583041842603
43,5.8000929063866025
44,5.23197821812512
45,4.2474013197420595
46,3.755851568772897
47,3.274381667800852
48,3.1821718055385615
49,3.1508212750233517
50,3.20404545490902
51,3.2452410728535
52,3.3552096985682542
53,3.5026473410936916
54,3.6713823676756334
55,3.821397528913505
56,3.8281489645878315
57,4.171123640678512
58,4.688853268239567
59,5.169633821101626
60,5.871794960858802
61,6.978731280479352
62,7.705303480470221
63,7.781044511971644
64,7.520929534005954
65,6.842693945802667
66,6.063257325943347
67,5.425168368351222
68,4.96003889979255
69,4.740124403309194
70,4.65771145720256
71,4.48211713414227
72,4.3491343996521294
73,4.2452291880392785
74,4.184224896595928
75,4.111770786162932
76,4.124973173877259
77,4.162003036437756
78,4.37903965633443
79,4.640432850622065
80,5.136341977338588
81,5.537259247285205
82,5.808241462318488
83,5.946425307452088
84,6.14865612039516
85,6.32274227869372
86,6.33073253813781
87,6.324474119989907
88,6.348934949746606
89,6.244887938667845
90,6.115770155130267
91,5.800273464009553
92,5.232143926379793
93,4.24753318034942
94,3.7559697407239154
95,3.2744857888969454
96,3.4700906200481025
97,3.4268867963780507
98,3.4841551919894096
99,3.5357312006535206
100,3.661673213278771
101,3.8263853584790453
102,4.018096139873739
103,4.193519974980565
104,4.198382701885127
105,4.57650139459434
106,5.138396194943221
107,5.654927772202156
108,6.424135277291902
109,7.659751338015134
110,8.478420019374939
111,8.577546501098547
112,8.282972783723247
113,7.5244907200309825
114,6.64232635753811
115,5.926369688273639
116,5.396690745187648
117,5.149376799424356
118,5.049666176304375
119,4.854435099929499
120,4.7130473429429465
121,4.603090918311668
122,4.536300483568251
123,4.458014193169383
124,4.466093272930711
125,4.50233049013405
126,4.727240006554944
127,5.007334722867573
128,5.536812196824593
129,5.980617366235145
130,6.2839822050438725
131,6.445932753977718
132,6.677068064204358
133,6.8763147087726395
134,6.893000704093014
135,6.8846386328415266
136,6.903484602261786
137,6.793015329240352
138,6.654482738126418
139,6.32011181772508
140,5.709229883254211
141,4.627169331617221
142,4.0961952680458245
143,3.5742578965613276
144,3.6718302406263117
145,3.6203210241053836
146,3.680423130141072
147,3.739272494972617
148,3.876406777266528
149,4.053222860937215
150,4.261032347330812
151,4.454259590785411
152,4.457798932862737
153,4.8605424163842486
154,5.453382972105747
155,5.994964659790384
156,6.811150367143104
157,8.136930046351527
158,9.02012910319102
159,9.135641356240178
160,8.816923009671608
161,8.002213660015197
162,7.048069785321799
163,6.277552587823573
164,5.70264496969652
165,5.436132714468098
166,5.32430191502863
167,5.115311712943879
168,4.968034705363317
169,4.853838302804742
170,4.782993619797084
171,4.70062082405655
172,4.705110092557004
173,4.740791917179009
174,4.971217832937516
175,5.264416374937899
176,5.81741459604467
